;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Mass density, kg/m3;Mass density, kg/m3_std
30108;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;25000.0;793.5;0.1
30109;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;30000.0;797.2;0.1
30110;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;35000.0;800.8;0.1
30111;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;40000.0;804.2;0.1
30112;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;45000.0;807.6;0.1
30114;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;323.15;5000.0;768.3;0.1
30115;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;323.15;10000.0;773.0;0.1
30116;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;323.15;15000.0;777.6;0.1
30117;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;323.15;20000.0;781.8;0.1
30118;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;323.15;25000.0;785.9;0.1
30119;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;323.15;30000.0;789.7;0.1
30120;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;323.15;35000.0;793.5;0.1
30121;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;323.15;40000.0;797.1;0.1
30122;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;323.15;45000.0;800.5;0.1
30123;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;333.15;45000.0;793.1;0.1
30125;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;333.15;5000.0;759.3;0.1
30126;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;333.15;10000.0;764.3;0.1
30127;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;333.15;15000.0;769.1;0.1
30128;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;333.15;20000.0;773.6;0.1
30129;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;333.15;25000.0;777.8;0.1
30130;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;333.15;30000.0;781.9;0.1
30131;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;333.15;35000.0;785.8;0.1
30132;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;333.15;40000.0;789.5;0.1
30133;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;343.15;45000.0;785.7;0.1
30135;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;343.15;5000.0;750.1;0.1
30136;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;343.15;10000.0;755.5;0.1
30137;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;343.15;15000.0;760.5;0.1
30138;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;343.15;20000.0;765.3;0.1
30139;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;343.15;25000.0;769.8;0.1
30140;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;343.15;30000.0;774.0;0.1
30141;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;343.15;35000.0;778.1;0.1
30142;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;343.15;40000.0;782.0;0.1
30143;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;353.15;5000.0;740.6;0.1
30144;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;353.15;10000.0;746.4;0.1
30145;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;353.15;15000.0;751.7;0.1
30146;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;353.15;20000.0;756.7;0.1
30147;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;353.15;25000.0;761.5;0.1
30148;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;353.15;30000.0;766.0;0.1
30149;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;353.15;35000.0;770.2;0.1
30150;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;353.15;40000.0;774.3;0.1
30151;j.jct.2005.03.016;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;353.15;45000.0;778.2;0.1
37093;j.jct.2005.05.004;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.325;785.32;0.2
39171;j.jct.2005.05.020;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;273.15;101.325;700.67;0.03
39172;j.jct.2005.05.020;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;278.15;101.325;696.57;0.03
39173;j.jct.2005.05.020;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;283.15;101.325;692.4;0.03
39174;j.jct.2005.05.020;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;288.15;101.325;688.2;0.03
39175;j.jct.2005.05.020;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;293.15;101.325;683.99;0.03
39176;j.jct.2005.05.020;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;101.325;679.75;0.03
39177;j.jct.2005.05.020;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;303.15;101.325;675.49;0.03
39178;j.jct.2005.05.020;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;308.15;101.325;671.19;0.03
39179;j.jct.2005.05.020;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;101.325;666.87;0.03
39180;j.jct.2005.05.020;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;318.15;101.325;662.52;0.03
39181;j.jct.2005.05.020;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;323.15;101.325;658.13;0.03
39182;j.jct.2005.05.020;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;328.15;101.325;653.71;0.03
39183;j.jct.2005.05.020;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;101.325;649.24;0.03
39184;j.jct.2005.05.020;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;338.15;101.325;644.74;0.03
39185;j.jct.2005.05.020;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;343.15;101.325;640.19;0.03
39186;j.jct.2005.05.020;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;348.15;101.325;635.6;0.03
39187;j.jct.2005.05.020;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;353.15;101.325;630.95;0.03
39188;j.jct.2005.05.020;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;358.15;101.325;626.26;0.03
41469;j.jct.2005.06.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.0;808.49;0.1
41470;j.jct.2005.06.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;303.15;101.0;804.6;0.1
41471;j.jct.2005.06.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;308.15;101.0;800.67;0.1
41499;j.jct.2005.06.011;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.0;785.66;0.1
41500;j.jct.2005.06.011;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;303.15;101.0;781.34;0.1
41501;j.jct.2005.06.011;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;308.15;101.0;776.99;0.1
49179;j.jct.2005.08.001;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;101.325;772.2;0.1
55409;j.jct.2005.10.009;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;293.15;101.325;683.81;0.05
55410;j.jct.2005.10.009;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;101.325;679.6;0.05
55411;j.jct.2005.10.009;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;303.15;101.325;675.38;0.05
55412;j.jct.2005.10.009;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;308.15;101.325;671.05;0.05
55413;j.jct.2005.10.009;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;101.325;666.78;0.05
55414;j.jct.2005.10.009;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;318.15;101.325;662.42;0.05
59699;j.jct.2006.01.012;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;307.61;4760.0;676.1;0.40566
59700;j.jct.2006.01.012;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;307.61;11941.0;683.2;0.40992
59701;j.jct.2006.01.012;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;387.0;5783.0;610.0;0.366
59702;j.jct.2006.01.012;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;387.0;12460.0;620.7;0.37242
63768;j.jct.2006.03.010;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.0;784.32;0.05
63769;j.jct.2006.03.010;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;308.15;101.0;775.51;0.05
63780;j.jct.2006.03.010;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.0;806.33;0.05
63781;j.jct.2006.03.010;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;308.15;101.0;798.38;0.05
64870;j.jct.2006.03.018;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.0;785.91;0.05
64871;j.jct.2006.03.018;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;303.15;101.0;781.6;0.05
64872;j.jct.2006.03.018;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;308.15;101.0;777.26;0.05
64900;j.jct.2006.03.018;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.0;806.12;0.05
64901;j.jct.2006.03.018;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;303.15;101.0;802.28;0.05
64902;j.jct.2006.03.018;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;308.15;101.0;798.41;0.05
68636;j.jct.2006.05.005;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;293.15;101.325;723.9;0.1
73800;j.jct.2006.06.008;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;101.0;809.5;0.002
73801;j.jct.2006.06.008;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.0;805.75;0.002
73802;j.jct.2006.06.008;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;303.15;101.0;801.8;0.002
73809;j.jct.2006.06.008;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;293.15;101.0;789.75;0.002
73810;j.jct.2006.06.008;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.0;785.46;0.002
73811;j.jct.2006.06.008;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;303.15;101.0;781.15;0.002
84414;j.jct.2006.09.006;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;298.15;101.325;719.17;0.02
84417;j.jct.2006.09.006;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.325;785.6;0.02
91604;j.jct.2006.10.017;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;293.15;101.0;789.3;0.1
91605;j.jct.2006.10.017;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.0;785.1;0.1
91606;j.jct.2006.10.017;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;303.15;101.0;780.7;0.1
99993;j.jct.2007.02.002;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;288.15;101.325;745.79;0.05
99994;j.jct.2007.02.002;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;293.15;101.325;740.6;0.05
99995;j.jct.2007.02.002;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;298.15;101.325;735.35;0.05
