,filename,x1,x2,smiles1,smiles2,components,Mole fraction,"Temperature, K","Pressure, kPa","Excess molar enthalpy (molar enthalpy of mixing), kJ/mol","Excess molar enthalpy (molar enthalpy of mixing), kJ/mol_std"
690421,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.0507,298.15,101.0,0.47649,0.00238245
690422,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.0997,298.15,101.0,0.64378,0.0032189
690423,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.1498,298.15,101.0,0.72578,0.0036289
690424,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.2009,298.15,101.0,0.79491,0.00397455
690425,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.25,298.15,101.0,0.84717,0.00423585
690426,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.3022,298.15,101.0,0.89211,0.00446055
690427,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.3503,298.15,101.0,0.92154,0.0046077
690428,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.4011,298.15,101.0,0.95103,0.00475515
690429,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.4521,298.15,101.0,0.95855,0.00479275
690430,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.5011,298.15,101.0,0.95631,0.00478155
690431,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.5521,298.15,101.0,0.92147,0.00460735
690432,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.601,298.15,101.0,0.87926,0.0043963
690433,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.6517,298.15,101.0,0.81859,0.00409295
690434,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.7019,298.15,101.0,0.74068,0.0037034
690435,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.7517,298.15,101.0,0.6467,0.0032335
690436,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.8009,298.15,101.0,0.53684,0.0026842
690437,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.851,298.15,101.0,0.41734,0.0020867
690438,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.9002,298.15,101.0,0.28308,0.0014154
690439,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.95,298.15,101.0,0.14144,0.0007072
690440,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",1.0,298.15,101.0,0.0,0.0
690441,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.0,313.15,101.0,0.0,0.0
690442,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.0507,313.15,101.0,0.60962,0.0030481
690443,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.0998,313.15,101.0,0.82209,0.00411045
690444,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.1499,313.15,101.0,0.93751,0.00468755
690445,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.2009,313.15,101.0,1.01671,0.00508355
690446,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.2499,313.15,101.0,1.07855,0.00539275
690447,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.3023,313.15,101.0,1.12063,0.00560315
690448,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.3502,313.15,101.0,1.13381,0.00566905
690449,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.401,313.15,101.0,1.14337,0.00571685
690450,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.452,313.15,101.0,1.13647,0.00568235
690451,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.501,313.15,101.0,1.11782,0.0055891
690452,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.552,313.15,101.0,1.08631,0.00543155
690453,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.601,313.15,101.0,1.0359,0.0051795
690454,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.6516,313.15,101.0,0.96446,0.0048223
690455,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.7018,313.15,101.0,0.88326,0.0044163
690456,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.7516,313.15,101.0,0.77481,0.00387405
690457,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.8008,313.15,101.0,0.65989,0.00329945
690458,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.851,313.15,101.0,0.512,0.00256
690459,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.9002,313.15,101.0,0.35782,0.0017891
690460,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",0.95,313.15,101.0,0.18465,0.00092325
690461,j.fluid.2014.10.016,"2,2,4-trimethylpentane",2-pentanol,CC(C)CC(C)(C)C,CCCC(C)O,"2,2,4-trimethylpentane__2-pentanol",1.0,313.15,101.0,0.0,0.0
690514,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.0,298.15,101.0,0.0,0.0
690515,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.0505,298.15,101.0,0.48903,0.00244515
690516,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.0997,298.15,101.0,0.63023,0.00315115
690517,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.1477,298.15,101.0,0.72531,0.00362655
690518,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.1969,298.15,101.0,0.79545,0.00397725
690519,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.2472,298.15,101.0,0.84875,0.00424375
690520,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.2962,298.15,101.0,0.88204,0.0044102
690521,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.346,298.15,101.0,0.91692,0.0045846
690522,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.3967,298.15,101.0,0.93942,0.0046971
690523,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.4459,298.15,101.0,0.94997,0.00474985
690524,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.4958,298.15,101.0,0.94625,0.00473125
690525,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.5463,298.15,101.0,0.9252,0.004626
690526,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.5972,298.15,101.0,0.88871,0.00444355
690527,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.6466,298.15,101.0,0.83499,0.00417495
690528,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.6963,298.15,101.0,0.75917,0.00379585
690529,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.748,298.15,101.0,0.6647,0.0033235
690530,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.7981,298.15,101.0,0.55404,0.0027702
690531,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.8483,298.15,101.0,0.43129,0.00215645
690532,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.8985,298.15,101.0,0.2954,0.001477
690533,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.9486,298.15,101.0,0.15,0.00075
690534,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,1.0,298.15,101.0,0.0,0.0
690535,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.0,313.15,101.0,0.0,0.0
690536,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.0504,313.15,101.0,0.61171,0.00305855
690537,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.0996,313.15,101.0,0.82547,0.00412735
690538,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.1475,313.15,101.0,0.93345,0.00466725
690539,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.1967,313.15,101.0,1.01434,0.0050717
690540,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.2469,313.15,101.0,1.06973,0.00534865
690541,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.2956,313.15,101.0,1.1106,0.005553
690542,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.3455,313.15,101.0,1.1307,0.0056535
690543,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.3962,313.15,101.0,1.1439,0.0057195
690544,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.4454,313.15,101.0,1.14221,0.00571105
690545,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.4953,313.15,101.0,1.13035,0.00565175
690546,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.5458,313.15,101.0,1.09856,0.0054928
690547,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.5968,313.15,101.0,1.05104,0.0052552
690548,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.6462,313.15,101.0,0.99258,0.0049629
690549,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.6959,313.15,101.0,0.89495,0.00447475
690550,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.7477,313.15,101.0,0.79425,0.00397125
690551,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.7979,313.15,101.0,0.67284,0.0033642
690552,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.8481,313.15,101.0,0.52986,0.0026493
690553,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.8984,313.15,101.0,0.36806,0.0018403
690554,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,0.9485,313.15,101.0,0.19287,0.00096435
690555,j.fluid.2014.10.016,heptane,2-pentanol,CCCCCCC,CCCC(C)O,n-heptane__2-pentanol,1.0,313.15,101.0,0.0,0.0
821452,je034253u,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C,epoxypropane__2-methylpentane,0.0895,323.15,1140.0,0.404,0.00404
821453,je034253u,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C,epoxypropane__2-methylpentane,0.1719,323.15,1140.0,0.702,0.00702
821454,je034253u,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C,epoxypropane__2-methylpentane,0.2479,323.15,1140.0,0.92,0.0092
821455,je034253u,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C,epoxypropane__2-methylpentane,0.3184,323.15,1140.0,1.066,0.01066
821456,je034253u,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C,epoxypropane__2-methylpentane,0.3838,323.15,1140.0,1.164,0.01164
821457,je034253u,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C,epoxypropane__2-methylpentane,0.4447,323.15,1140.0,1.217,0.01217
821458,je034253u,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C,epoxypropane__2-methylpentane,0.5015,323.15,1140.0,1.24,0.0124
821459,je034253u,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C,epoxypropane__2-methylpentane,0.5547,323.15,1140.0,1.232,0.01232
821460,je034253u,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C,epoxypropane__2-methylpentane,0.6045,323.15,1140.0,1.202,0.01202
821461,je034253u,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C,epoxypropane__2-methylpentane,0.6514,323.15,1140.0,1.156,0.01156
821462,je034253u,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C,epoxypropane__2-methylpentane,0.6954,323.15,1140.0,1.084,0.01084
821463,je034253u,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C,epoxypropane__2-methylpentane,0.737,323.15,1140.0,1.003,0.01003
821464,je034253u,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C,epoxypropane__2-methylpentane,0.7763,323.15,1140.0,0.911,0.00911
821465,je034253u,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C,epoxypropane__2-methylpentane,0.8134,323.15,1140.0,0.805,0.00805
821466,je034253u,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C,epoxypropane__2-methylpentane,0.8486,323.15,1140.0,0.691,0.00691
821467,je034253u,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C,epoxypropane__2-methylpentane,0.882,323.15,1140.0,0.564,0.00564
821468,je034253u,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C,epoxypropane__2-methylpentane,0.9137,323.15,1140.0,0.431,0.00431
821469,je034253u,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C,epoxypropane__2-methylpentane,0.9439,323.15,1140.0,0.289,0.00289
821470,je034253u,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C,epoxypropane__2-methylpentane,0.9726,323.15,1140.0,0.139,0.00139
855763,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.1155,298.15,101.3,0.1941,0.001941
855764,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.1862,298.15,101.3,0.3015,0.003015
855765,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.1927,298.15,101.3,0.3035,0.003035
855766,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.2714,298.15,101.3,0.4046,0.004046
855767,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.3516,298.15,101.3,0.4804,0.004804
855768,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.4233,298.15,101.3,0.5143,0.005143
855769,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.4962,298.15,101.3,0.5314,0.005314
855770,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.4966,298.15,101.3,0.532,0.00532
855771,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.6491,298.15,101.3,0.459,0.00459
855772,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.6832,298.15,101.3,0.4376,0.004376
855773,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.6921,298.15,101.3,0.4292,0.004292
855774,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.714,298.15,101.3,0.4153,0.004153
855775,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.7339,298.15,101.3,0.4039,0.004039
855776,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.7473,298.15,101.3,0.3911,0.003911
855777,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.8334,298.15,101.3,0.302,0.00302
855778,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.8461,298.15,101.3,0.2883,0.002883
855779,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.8795,298.15,101.3,0.2385,0.002385
855780,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.9235,298.15,101.3,0.1726,0.001726
855781,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.9459,298.15,101.3,0.1259,0.001259
855782,je049836y,n-decane,methyl tert-butyl ether,CCCCCCCCCC,COC(C)(C)C,decane__methyl tert-butyl ether,0.9573,298.15,101.3,0.1042,0.001042
855783,je049836y,1-pentanol,decane,CCCCCO,CCCCCCCCCC,1-pentanol__decane,0.0543,298.15,101.3,0.4276,0.004276
855784,je049836y,1-pentanol,decane,CCCCCO,CCCCCCCCCC,1-pentanol__decane,0.0877,298.15,101.3,0.5378,0.005378
855785,je049836y,1-pentanol,decane,CCCCCO,CCCCCCCCCC,1-pentanol__decane,0.1438,298.15,101.3,0.6225,0.006225
855786,je049836y,1-pentanol,decane,CCCCCO,CCCCCCCCCC,1-pentanol__decane,0.2023,298.15,101.3,0.6745,0.006745
855787,je049836y,1-pentanol,decane,CCCCCO,CCCCCCCCCC,1-pentanol__decane,0.2528,298.15,101.3,0.7095,0.007095
855788,je049836y,1-pentanol,decane,CCCCCO,CCCCCCCCCC,1-pentanol__decane,0.2871,298.15,101.3,0.7266,0.007266
855789,je049836y,1-pentanol,decane,CCCCCO,CCCCCCCCCC,1-pentanol__decane,0.3411,298.15,101.3,0.7412,0.007412
855790,je049836y,1-pentanol,decane,CCCCCO,CCCCCCCCCC,1-pentanol__decane,0.4074,298.15,101.3,0.7485,0.007485
855791,je049836y,1-pentanol,decane,CCCCCO,CCCCCCCCCC,1-pentanol__decane,0.4312,298.15,101.3,0.7375,0.007375
855792,je049836y,1-pentanol,decane,CCCCCO,CCCCCCCCCC,1-pentanol__decane,0.5096,298.15,101.3,0.7155,0.007155
855793,je049836y,1-pentanol,decane,CCCCCO,CCCCCCCCCC,1-pentanol__decane,0.5334,298.15,101.3,0.6951,0.006951
855794,je049836y,1-pentanol,decane,CCCCCO,CCCCCCCCCC,1-pentanol__decane,0.5981,298.15,101.3,0.6499,0.006499
855795,je049836y,1-pentanol,decane,CCCCCO,CCCCCCCCCC,1-pentanol__decane,0.6431,298.15,101.3,0.6018,0.006018
855796,je049836y,1-pentanol,decane,CCCCCO,CCCCCCCCCC,1-pentanol__decane,0.7033,298.15,101.3,0.517,0.00517
855797,je049836y,1-pentanol,decane,CCCCCO,CCCCCCCCCC,1-pentanol__decane,0.748,298.15,101.3,0.4544,0.004544
855798,je049836y,1-pentanol,decane,CCCCCO,CCCCCCCCCC,1-pentanol__decane,0.786,298.15,101.3,0.3827,0.003827
855799,je049836y,1-pentanol,decane,CCCCCO,CCCCCCCCCC,1-pentanol__decane,0.8531,298.15,101.3,0.2709,0.002709
855800,je049836y,1-pentanol,decane,CCCCCO,CCCCCCCCCC,1-pentanol__decane,0.8886,298.15,101.3,0.2044,0.002044
855801,je049836y,1-pentanol,decane,CCCCCO,CCCCCCCCCC,1-pentanol__decane,0.9214,298.15,101.3,0.1421,0.001421
856160,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.04,283.15,101.3,0.118,0.00118
856161,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.09,283.15,101.3,0.24,0.0024
856162,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.188,283.15,101.3,0.452,0.00452
856163,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.288,283.15,101.3,0.627,0.00627
856164,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.39,283.15,101.3,0.761,0.00761
856165,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.49,283.15,101.3,0.833,0.00833
856166,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.593,283.15,101.3,0.852,0.00852
856167,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.694,283.15,101.3,0.802,0.00802
856168,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.796,283.15,101.3,0.664,0.00664
856169,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.901,283.15,101.3,0.403,0.00403
856170,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.952,283.15,101.3,0.221,0.00221
856171,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.04,298.15,101.3,0.125,0.00125
856172,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.09,298.15,101.3,0.257,0.00257
856173,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.188,298.15,101.3,0.492,0.00492
856174,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.288,298.15,101.3,0.691,0.00691
856175,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.39,298.15,101.3,0.841,0.00841
856176,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.49,298.15,101.3,0.92,0.0092
856177,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.593,298.15,101.3,0.931,0.00931
856178,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.694,298.15,101.3,0.865,0.00865
856179,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.796,298.15,101.3,0.698,0.00698
856180,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.901,298.15,101.3,0.412,0.00412
856181,je0498457,1-butanol,tetrahydropyran,CCCCO,C1CCOCC1,1-butanol__tetrahydropyran,0.952,298.15,101.3,0.222,0.00222
