,filename,x1,x2,smiles1,smiles2,components,Mole fraction,"Speed of sound, m/s","Speed of sound, m/s_std"
543882,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.062,1218.31,1
543883,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.123,1200.62,1
543884,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.238,1167.5,1
543885,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.35,1135.43,1
543886,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.455,1105.43,1
543887,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.557,1076.43,1
543888,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.654,1049.06,1
543889,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.746,1023.37,1
543890,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.834,998.93,1
543891,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.902,980.02,1
543892,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.959,964.74,1
543893,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",1,953.54,1
543894,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0,1228.14,1
543895,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.062,1208.11,1
543896,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.123,1190.24,1
543897,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.238,1157.01,1
543898,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.35,1124.88,1
543899,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.455,1094.8,1
543900,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.557,1065.84,1
543901,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.654,1038.54,1
543902,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.746,1012.57,1
543903,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.834,988.25,1
543904,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.902,969.29,1
543905,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.959,953.77,1
543906,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",1,942.67,1
543907,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0,1220.47,1
543908,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.062,1197.89,1
543909,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.123,1179.97,1
543910,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.238,1146.74,1
543911,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.35,1114.43,1
543912,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.455,1084.33,1
543913,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.557,1055.21,1
543914,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.654,1027.74,1
543915,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.746,1001.84,1
543916,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.834,977.45,1
543917,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.902,958.35,1
543918,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.959,942.81,1
543919,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",1,931.73,1
543920,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0,1211,1
543921,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.062,1187.69,1
543922,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.123,1169.67,1
543923,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.238,1136.34,1
543924,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.35,1103.93,1
543925,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.455,1073.69,1
543926,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.557,1044.57,1
543927,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.654,1017.13,1
543928,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.746,991.05,1
543929,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.834,966.6,1
543930,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.902,947.53,1
543931,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",0.959,931.92,1
543932,j.fluid.2008.03.004,"1,4-dimethylbenzene",tert-butyl ethyl ether,Cc1ccc(C)cc1,CCOC(C)(C)C,"1,4-dimethylbenzene__tert-butyl ethyl ether",1,920.73,1
642550,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.052,1233.51,0.1
642551,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.1024,1241.79,0.1
642552,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.1524,1249.37,0.1
642553,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.1986,1255.93,0.1
642554,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.2528,1263.01,0.1
642555,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.3032,1269.13,0.1
642556,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.4064,1280.41,0.1
642557,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.5015,1289.49,0.1
642558,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.6031,1298.08,0.1
642559,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.7006,1305.36,0.1
642560,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.8022,1312.17,0.1
642561,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.8553,1315.38,0.1
642562,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.9066,1318.34,0.1
642563,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.9516,1320.8,0.1
642564,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.052,1216.45,0.1
642565,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.1024,1224.76,0.1
642566,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.1524,1232.33,0.1
642567,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.1986,1238.86,0.1
642568,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.2528,1245.93,0.1
642569,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.3032,1252.03,0.1
642570,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.4064,1263.27,0.1
642571,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.5015,1272.35,0.1
642572,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.6031,1280.94,0.1
642573,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.7006,1288.26,0.1
642574,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.8022,1295.1,0.1
642575,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.8553,1298.31,0.1
642576,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.9066,1301.26,0.1
642577,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.9516,1303.72,0.1
642578,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.052,1199.36,0.1
642579,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.1024,1207.79,0.1
642580,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.1524,1215.4,0.1
642581,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.1986,1221.91,0.1
642582,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.2528,1228.98,0.1
642583,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.3032,1235.07,0.1
642584,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.4064,1246.31,0.1
642585,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.5015,1255.41,0.1
642586,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.6031,1264.03,0.1
642587,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.7006,1271.32,0.1
642588,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.8022,1278.04,0.1
642589,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.8553,1281.28,0.1
642590,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.9066,1284.17,0.1
642591,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.9516,1286.62,0.1
642592,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.052,1182.36,0.1
642593,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.1024,1190.8,0.1
642594,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.1524,1198.43,0.1
642595,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.1986,1205.03,0.1
642596,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.2528,1212.12,0.1
642597,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.3032,1218.26,0.1
642598,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.4064,1229.54,0.1
642599,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.5015,1238.63,0.1
642600,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.6031,1247.19,0.1
642601,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.7006,1254.39,0.1
642602,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.8022,1261.11,0.1
642603,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.8553,1264.29,0.1
642604,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.9066,1267.22,0.1
642605,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.9516,1269.71,0.1
642606,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.052,1165.4,0.1
642607,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.1024,1173.72,0.1
642608,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.1524,1181.39,0.1
642609,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.1986,1188.01,0.1
642610,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.2528,1195.24,0.1
642611,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.3032,1201.45,0.1
642612,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.4064,1212.88,0.1
642613,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.5015,1222.05,0.1
642614,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.6031,1230.58,0.1
642615,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.7006,1237.79,0.1
642616,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.8022,1244.39,0.1
642617,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.8553,1247.57,0.1
642618,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.9066,1250.48,0.1
642619,j.fluid.2013.06.021,1-propanol,2-butoxyethanol,CCCO,CCCCOCCO,1-propanol__2-butoxyethanol,0.9516,1252.93,0.1
642732,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.0539,1178.85,0.1
642733,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.1088,1190.18,0.1
642734,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.1607,1200.93,0.1
642735,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.2041,1210,0.1
642736,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.2567,1220.39,0.1
642737,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.3095,1230.67,0.1
642738,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.4041,1247.7,0.1
642739,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.5041,1263.92,0.1
642740,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.6113,1279.58,0.1
642741,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.7078,1292.19,0.1
642742,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.8095,1304.05,0.1
642743,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.857,1309.15,0.1
642744,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.9069,1314.2,0.1
642745,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.9527,1318.8,0.1
642746,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.0539,1160.86,0.1
642747,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.1088,1172.51,0.1
642748,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.1607,1183.5,0.1
642749,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.2041,1192.58,0.1
642750,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.2567,1203.01,0.1
642751,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.3095,1213.24,0.1
642752,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.4041,1230.38,0.1
642753,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.5041,1246.57,0.1
642754,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.6113,1262.19,0.1
642755,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.7078,1274.74,0.1
642756,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.8095,1286.67,0.1
642757,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.857,1291.81,0.1
642758,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.9069,1296.85,0.1
642759,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.9527,1301.48,0.1
642760,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.0539,1143.4,0.1
642761,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.1088,1155.17,0.1
642762,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.1607,1166.17,0.1
642763,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.2041,1175.28,0.1
642764,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.2567,1185.71,0.1
642765,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.3095,1195.89,0.1
642766,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.4041,1212.96,0.1
642767,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.5041,1229.22,0.1
642768,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.6113,1244.92,0.1
642769,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.7078,1257.7,0.1
642770,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.8095,1269.68,0.1
642771,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.857,1274.81,0.1
642772,j.fluid.2013.06.021,2-propanol,2-butoxyethanol,CC(C)O,CCCCOCCO,2-propanol__2-butoxyethanol,0.9069,1279.96,0.1
