,filename,x1,x2,smiles1,smiles2,components,Mole fraction,"Mass density, kg/m3","Mass density, kg/m3_std"
145102,j.jct.2008.09.006,"1,2-dimethoxyethane",nonane,COCCOC,CCCCCCCCC,"1,2-dimethoxyethane__nonane",0.7041,703.57,0.02
145103,j.jct.2008.09.006,"1,2-dimethoxyethane",nonane,COCCOC,CCCCCCCCC,"1,2-dimethoxyethane__nonane",0.8042,695.4,0.02
145104,j.jct.2008.09.006,"1,2-dimethoxyethane",nonane,COCCOC,CCCCCCCCC,"1,2-dimethoxyethane__nonane",0.9039,688.32,0.02
145105,j.jct.2008.09.006,"1,2-dimethoxyethane",nonane,COCCOC,CCCCCCCCC,"1,2-dimethoxyethane__nonane",0.952,685.2,0.02
145172,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.0498,933.18,0.02
145173,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.0966,919.11,0.02
145174,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.1967,890.84,0.02
145175,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.2989,864.01,0.02
145176,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.402,838.79,0.02
145177,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.4025,838.68,0.02
145178,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.4977,816.8,0.02
145179,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.6378,787.05,0.02
145180,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.6927,776.04,0.02
145181,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.7897,757.61,0.02
145182,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.8854,740.59,0.02
145183,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.935,732.24,0.02
145184,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.0498,923.4,0.02
145185,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.0966,909.43,0.02
145186,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.1967,881.35,0.02
145187,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.2989,854.74,0.02
145188,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.402,829.71,0.02
145189,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.4025,829.62,0.02
145190,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.4977,807.95,0.02
145191,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.6378,778.51,0.02
145192,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.6927,767.61,0.02
145193,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.7897,749.41,0.02
145194,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.8854,732.6,0.02
145195,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.935,724.36,0.02
145196,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.0498,913.53,0.02
145197,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.0966,899.71,0.02
145198,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.1967,871.81,0.02
145199,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.2989,845.42,0.02
145200,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.402,820.58,0.02
145201,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.4025,820.54,0.02
145202,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.4977,798.99,0.02
145203,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.6378,769.91,0.02
145204,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.6927,759.12,0.02
145205,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.7897,741.14,0.02
145206,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.8854,724.56,0.02
145207,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.935,716.41,0.02
145208,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.0498,904.08,0.02
145209,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.0973,890.11,0.02
145210,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.1995,861.82,0.02
145211,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.3002,835.93,0.02
145212,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.4004,812.09,0.02
145213,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.5032,789.04,0.02
145214,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.5907,770.7,0.02
145215,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.7269,744.21,0.02
145216,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.7863,733.41,0.02
145217,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.8733,718.43,0.02
145218,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.9338,708.58,0.02
145219,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.0498,894.09,0.02
145220,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.0973,880.23,0.02
145221,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.1995,852.15,0.02
145222,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.3002,826.45,0.02
145223,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.4004,802.79,0.02
145224,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.5032,779.99,0.02
145225,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.5907,761.84,0.02
145226,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.7269,735.68,0.02
145227,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.7863,725.01,0.02
145228,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.8733,710.22,0.02
145229,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.9338,700.49,0.02
145230,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.0498,884,0.02
145231,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.0973,870.25,0.02
145232,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.1995,842.38,0.02
145233,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.3002,816.91,0.02
145234,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.4004,793.43,0.02
145235,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.5032,770.87,0.02
145236,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.5907,753.04,0.02
145237,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.7269,727,0.02
145238,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.7863,716.47,0.02
145239,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.8733,701.87,0.02
145240,j.jct.2008.09.006,nonane,"2,5,8-trioxanonane",CCCCCCCCC,COCCOCCOC,"nonane__2,5,8-trioxanonane",0.9338,692.29,0.02
145991,j.jct.2008.09.008,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",,1004.93,0.02
145992,j.jct.2008.09.008,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",,1002.93,0.02
145993,j.jct.2008.09.008,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",,1000.79,0.02
145994,j.jct.2008.09.008,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",,998.53,0.02
145995,j.jct.2008.09.008,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",,996.15,0.02
145996,j.jct.2008.09.008,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",,1013.41,0.02
145997,j.jct.2008.09.008,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",,1010.75,0.02
145998,j.jct.2008.09.008,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",,1008.04,0.02
145999,j.jct.2008.09.008,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",,1005.28,0.02
146000,j.jct.2008.09.008,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",,1002.46,0.02
146262,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0,824.48,0.05
146263,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.10019,833.41,0.05
146264,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.19791,843.96,0.05
146265,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.29637,856.32,0.05
146266,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.36408,866.44,0.05
146267,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.45332,881.71,0.05
146268,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.54316,900.44,0.05
146269,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.64413,926.38,0.05
146270,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.701,944.22,0.05
146271,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.75168,963.14,0.05
146272,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.93084,1055.33,0.05
146273,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",1,1109.88,0.05
146274,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0,821.05,0.05
146275,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.10019,830.02,0.05
146276,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.19791,840.61,0.05
146277,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.29637,852.92,0.05
146278,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.36408,863,0.05
146279,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.45332,878.3,0.05
146280,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.54316,896.94,0.05
146281,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.64413,922.82,0.05
146282,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.701,940.61,0.05
146283,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.75168,959.57,0.05
146284,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.93084,1051.63,0.05
146285,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",1,1106.46,0.05
146286,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0,817.57,0.05
146287,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.10019,826.58,0.05
146288,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.19791,837.18,0.05
146289,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.29637,849.41,0.05
146290,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.36408,859.49,0.05
146291,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.45332,874.74,0.05
146292,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.54316,893.37,0.05
146293,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.64413,919.23,0.05
146294,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.701,937.01,0.05
146295,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.75168,956,0.05
146296,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.93084,1048.12,0.05
146297,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",1,1102.9,0.05
146298,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0,814.19,0.05
146299,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.10019,823.15,0.05
146300,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.19791,833.73,0.05
146301,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.29637,845.93,0.05
146302,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.36408,855.98,0.05
146303,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.45332,871.22,0.05
146304,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.54316,889.84,0.05
146305,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.64413,915.68,0.05
146306,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.701,933.39,0.05
146307,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.75168,952.37,0.05
146308,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",0.93084,1044.52,0.05
146309,j.jct.2008.09.018,"1,2-ethanediol",1-nonanol,OCCO,CCCCCCCCCO,"1,2-ethanediol__1-nonanol",1,1099.23,0.05
156736,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0,687.73,0.02
156737,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.07776,696.5,0.02
156738,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.14048,704,0.02
156739,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.2059,712.25,0.02
156740,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.26709,720.4,0.02
156741,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.3385,730.42,0.02
156742,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.39763,739.2,0.02
156743,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.53278,761.06,0.02
156744,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.5966,772.29,0.02
156745,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.6699,786.08,0.02
156746,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.73025,798.13,0.02
156747,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.80014,813.1,0.02
156748,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.86807,828.6,0.02
156749,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.8691,828.85,0.02
156750,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.95389,849.92,0.02
156751,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",1,862.18,0.02
156752,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0,679.46,0.02
156753,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.07776,688.22,0.02
156754,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.14048,695.67,0.02
156755,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.2059,703.88,0.02
156756,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.26709,711.97,0.02
156757,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.3385,721.93,0.02
156758,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.39763,730.66,0.02
156759,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.47242,742.3,0.02
156760,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.5966,763.54,0.02
156761,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.6699,777.25,0.02
156762,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.73025,789.22,0.02
156763,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.80014,804.1,0.02
156764,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.86807,819.5,0.02
156765,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.95389,840.69,0.02
156766,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",1,852.87,0.02
156767,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0,671.32,0.02
156768,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.07776,680.02,0.02
156769,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.14048,687.43,0.02
156770,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.2059,695.58,0.02
156771,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.26709,703.61,0.02
156772,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.3385,713.51,0.02
156773,j.jct.2009.01.008,toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,"toluene__2,2,4-trimethylpentane",0.39763,722.18,0.02
