,filename,components,smiles,"Temperature, K","Pressure, kPa","Mass density, kg/m3","Mass density, kg/m3_std","Speed of sound, m/s","Speed of sound, m/s_std",Relative permittivity at zero frequency,Relative permittivity at zero frequency_std,"Specific heat capacity at constant pressure, J/K/kg","Specific heat capacity at constant pressure, J/K/kg_std","Molar heat capacity at constant pressure, J/K/mol","Molar heat capacity at constant pressure, J/K/mol_std","Molar heat capacity at constant volume, J/K/mol","Molar heat capacity at constant volume, J/K/mol_std","Molar volume, m3/mol","Molar volume, m3/mol_std"
850220,je049776w,octane,CCCCCCCC,333.15,101.3,671.02,0.05,,,,,,,,,,,,
850221,je049776w,octane,CCCCCCCC,343.15,101.3,662.54,0.05,,,,,,,,,,,,
850222,je049776w,octane,CCCCCCCC,353.15,101.3,653.8,0.05,,,,,,,,,,,,
850803,je049777o,hexane,CCCCCC,293.15,101.3,662.0,0.05,,,,,,,,,,,,
850804,je049777o,hexane,CCCCCC,298.15,101.3,657.44,0.05,,,,,,,,,,,,
850805,je049777o,hexane,CCCCCC,303.15,101.3,652.87,0.05,,,,,,,,,,,,
850806,je049777o,hexane,CCCCCC,313.15,101.3,643.55,0.05,,,,,,,,,,,,
850807,je049777o,hexane,CCCCCC,323.15,101.3,634.07,0.05,,,,,,,,,,,,
850808,je049777o,hexane,CCCCCC,333.15,101.3,624.39,0.05,,,,,,,,,,,,
850815,je049777o,heptane,CCCCCCC,293.15,101.3,687.14,0.05,,,,,,,,,,,,
850816,je049777o,heptane,CCCCCCC,298.15,101.3,682.91,0.05,,,,,,,,,,,,
850817,je049777o,heptane,CCCCCCC,303.15,101.3,678.61,0.05,,,,,,,,,,,,
850818,je049777o,heptane,CCCCCCC,313.15,101.3,669.91,0.05,,,,,,,,,,,,
850819,je049777o,heptane,CCCCCCC,323.15,101.3,661.16,0.05,,,,,,,,,,,,
850820,je049777o,heptane,CCCCCCC,333.15,101.3,652.26,0.05,,,,,,,,,,,,
850821,je049777o,heptane,CCCCCCC,343.15,101.3,643.31,0.05,,,,,,,,,,,,
851269,je049778g,methanol,CO,298.15,101.325,786.5,,,,,,,,,,,,,
851271,je049778g,ethanol,CCO,298.15,101.325,785.1,,,,,,,,,,,,,
851273,je049778g,2-propanol,CC(C)O,298.15,101.325,780.8,,,,,,,,,,,,,
851275,je049778g,1-propanol,CCCO,298.15,101.325,799.5,,,,,,,,,,,,,
851626,je0497810,1-butanol,CCCCO,278.15,101.325,821.11,,,,,,,,,,,,,
851627,je0497810,1-butanol,CCCCO,288.15,101.325,813.49,,,,,,,,,,,,,
851628,je0497810,1-butanol,CCCCO,298.15,101.325,805.86,,,,,,,,,,,,,
851629,je0497810,1-butanol,CCCCO,308.15,101.325,798.04,,,,,,,,,,,,,
851630,je0497810,1-butanol,CCCCO,318.15,101.325,790.07,,,,,,,,,,,,,
851631,je0497810,1-butanol,CCCCO,278.15,101.325,,,1308.19,,,,,,,,,,,
851632,je0497810,1-butanol,CCCCO,288.15,101.325,,,1273.51,,,,,,,,,,,
851633,je0497810,1-butanol,CCCCO,298.15,101.325,,,1239.29,,,,,,,,,,,
851634,je0497810,1-butanol,CCCCO,308.15,101.325,,,1205.5,,,,,,,,,,,
851635,je0497810,1-butanol,CCCCO,318.15,101.325,,,1172.12,,,,,,,,,,,
852817,je049793,isopropylbenzene,CC(C)c1ccccc1,298.15,101.3,857.1,0.1,,,,,,,,,,,,
852818,je049793,isopropylbenzene,CC(C)c1ccccc1,298.15,101.3,,,1338.0,1.0,,,,,,,,,,
852820,je049793,xylene,Cc1ccccc1C,298.15,101.3,875.2,0.1,,,,,,,,,,,,
852821,je049793,xylene,Cc1ccccc1C,298.15,101.3,,,1349.0,1.0,,,,,,,,,,
852823,je049793,"1,3-dimethylbenzene",Cc1cccc(C)c1,298.15,101.3,859.4,0.1,,,,,,,,,,,,
852824,je049793,"1,3-dimethylbenzene",Cc1cccc(C)c1,298.15,101.3,,,1323.0,1.0,,,,,,,,,,
852826,je049793,"1,4-dimethylbenzene",Cc1ccc(C)cc1,298.15,101.3,856.1,0.1,,,,,,,,,,,,
852827,je049793,"1,4-dimethylbenzene",Cc1ccc(C)cc1,298.15,101.3,,,1316.0,1.0,,,,,,,,,,
853423,je0498053,2-hexanol,CCCCC(C)O,303.15,101.3,806.4,0.1,,,,,,,,,,,,
853424,je0498053,2-hexanol,CCCCC(C)O,313.15,101.3,798.4,0.1,,,,,,,,,,,,
853425,je0498053,2-hexanol,CCCCC(C)O,323.15,101.3,790.1,0.1,,,,,,,,,,,,
853429,je0498053,3-hexanol,CCCC(O)CC,303.15,101.3,810.2,0.1,,,,,,,,,,,,
853430,je0498053,3-hexanol,CCCC(O)CC,313.15,101.3,801.7,0.1,,,,,,,,,,,,
853431,je0498053,3-hexanol,CCCC(O)CC,323.15,101.3,792.8,0.1,,,,,,,,,,,,
853435,je0498053,2-methyl-1-pentanol,CCCC(C)CO,303.15,101.3,816.8,0.1,,,,,,,,,,,,
853436,je0498053,2-methyl-1-pentanol,CCCC(C)CO,313.15,101.3,809.5,0.1,,,,,,,,,,,,
853437,je0498053,2-methyl-1-pentanol,CCCC(C)CO,323.15,101.3,801.5,0.1,,,,,,,,,,,,
853441,je0498053,2-methyl-2-pentanol,CCCC(C)(C)O,303.15,101.3,810.8,0.1,,,,,,,,,,,,
853442,je0498053,2-methyl-2-pentanol,CCCC(C)(C)O,313.15,101.3,802.4,0.1,,,,,,,,,,,,
853443,je0498053,2-methyl-2-pentanol,CCCC(C)(C)O,323.15,101.3,793.5,0.1,,,,,,,,,,,,
853447,je0498053,4-methyl-2-pentanol,CC(C)CC(C)O,303.15,101.3,799.3,0.1,,,,,,,,,,,,
853448,je0498053,4-methyl-2-pentanol,CC(C)CC(C)O,313.15,101.3,790.7,0.1,,,,,,,,,,,,
853449,je0498053,4-methyl-2-pentanol,CC(C)CC(C)O,323.15,101.3,782.0,0.1,,,,,,,,,,,,
853877,je049807n,"1,2,4-trimethylbenzene",Cc1ccc(C)c(C)c1,298.15,101.325,871.64,,,,,,,,,,,,,
853879,je049807n,"1,3,5-trimethylbenzene",Cc1cc(C)cc(C)c1,298.15,101.325,861.03,,,,,,,,,,,,,
853881,je049807n,1-butanol,CCCCO,298.15,101.325,805.8,,,,,,,,,,,,,
853883,je049807n,2-methyl-1-propanol,CC(C)CO,298.15,101.325,797.83,,,,,,,,,,,,,
853888,je049807n,2-methyl-2-propanol,CC(C)(C)O,298.15,101.325,780.85,,,,,,,,,,,,,
854119,je049808f,methanol,CO,298.15,101.325,786.2,,,,,,,,,,,,,
854121,je049808f,ethanol,CCO,298.15,101.325,785.2,,,,,,,,,,,,,
855328,je0498208,water,O,298.15,101.3,997.04,0.05,,,,,,,,,,,,
855329,je0498208,water,O,303.15,101.3,995.65,0.05,,,,,,,,,,,,
855330,je0498208,water,O,313.15,101.3,992.21,0.05,,,,,,,,,,,,
855331,je0498208,water,O,323.15,101.3,988.04,0.05,,,,,,,,,,,,
855332,je0498208,water,O,333.15,101.3,983.12,0.05,,,,,,,,,,,,
855333,je0498208,water,O,343.15,101.3,977.77,0.05,,,,,,,,,,,,
856048,je0498457,tetrahydropyran,C1CCOCC1,283.15,101.325,894.72,,,,,,,,,,,,,
856049,je0498457,tetrahydropyran,C1CCOCC1,298.15,101.325,880.83,,,,,,,,,,,,,
856050,je0498457,tetrahydropyran,C1CCOCC1,313.15,101.325,864.6,,,,,,,,,,,,,
856054,je0498457,tetrahydropyran,C1CCOCC1,283.15,101.325,,,1339.7,,,,,,,,,,,
856055,je0498457,tetrahydropyran,C1CCOCC1,298.15,101.325,,,1273.1,,,,,,,,,,,
856056,je0498457,tetrahydropyran,C1CCOCC1,313.15,101.325,,,1197.6,,,,,,,,,,,
856057,je0498457,1-butanol,CCCCO,283.15,101.325,816.92,,,,,,,,,,,,,
856058,je0498457,1-butanol,CCCCO,298.15,101.325,805.73,,,,,,,,,,,,,
856059,je0498457,1-butanol,CCCCO,313.15,101.325,794.38,,,,,,,,,,,,,
856063,je0498457,1-butanol,CCCCO,283.15,101.325,,,1292.0,,,,,,,,,,,
856064,je0498457,1-butanol,CCCCO,298.15,101.325,,,1243.1,,,,,,,,,,,
856065,je0498457,1-butanol,CCCCO,313.15,101.325,,,1186.2,,,,,,,,,,,
858260,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,283.15,1000.0,895.7,,,,,,,,,,,,,
858261,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,283.15,2500.0,896.7,,,,,,,,,,,,,
858262,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,283.15,5000.0,898.5,,,,,,,,,,,,,
858263,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,283.15,7500.0,900.1,,,,,,,,,,,,,
858264,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,283.15,10000.0,901.8,,,,,,,,,,,,,
858265,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,283.15,15000.0,905.0,,,,,,,,,,,,,
858266,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,283.15,20000.0,908.1,,,,,,,,,,,,,
858267,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,283.15,25000.0,911.1,,,,,,,,,,,,,
858269,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,293.15,1000.0,886.6,,,,,,,,,,,,,
858270,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,293.15,2500.0,887.7,,,,,,,,,,,,,
858271,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,293.15,5000.0,889.6,,,,,,,,,,,,,
858272,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,293.15,7500.0,891.3,,,,,,,,,,,,,
858273,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,293.15,10000.0,893.1,,,,,,,,,,,,,
858274,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,293.15,15000.0,896.5,,,,,,,,,,,,,
858275,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,293.15,20000.0,899.8,,,,,,,,,,,,,
858276,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,293.15,25000.0,902.9,,,,,,,,,,,,,
858278,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,303.15,1000.0,877.2,,,,,,,,,,,,,
858279,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,303.15,2500.0,878.4,,,,,,,,,,,,,
858280,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,303.15,5000.0,880.3,,,,,,,,,,,,,
858281,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,303.15,7500.0,882.2,,,,,,,,,,,,,
858282,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,303.15,10000.0,884.0,,,,,,,,,,,,,
858283,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,303.15,15000.0,887.6,,,,,,,,,,,,,
858284,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,303.15,20000.0,891.1,,,,,,,,,,,,,
858285,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,303.15,25000.0,894.4,,,,,,,,,,,,,
858287,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,313.15,1000.0,867.6,,,,,,,,,,,,,
858288,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,313.15,2500.0,868.9,,,,,,,,,,,,,
858289,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,313.15,5000.0,871.0,,,,,,,,,,,,,
858290,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,313.15,7500.0,873.0,,,,,,,,,,,,,
858291,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,313.15,10000.0,875.0,,,,,,,,,,,,,
858292,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,313.15,15000.0,878.8,,,,,,,,,,,,,
858293,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,313.15,20000.0,882.4,,,,,,,,,,,,,
858294,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,313.15,25000.0,885.9,,,,,,,,,,,,,
858296,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,323.15,1000.0,858.0,,,,,,,,,,,,,
858297,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,323.15,2500.0,859.3,,,,,,,,,,,,,
858298,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,323.15,5000.0,861.4,,,,,,,,,,,,,
858299,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,323.15,7500.0,863.5,,,,,,,,,,,,,
858300,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,323.15,10000.0,865.6,,,,,,,,,,,,,
858301,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,323.15,15000.0,869.6,,,,,,,,,,,,,
858302,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,323.15,20000.0,873.5,,,,,,,,,,,,,
858303,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,323.15,25000.0,877.2,,,,,,,,,,,,,
858305,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,333.15,1000.0,847.9,,,,,,,,,,,,,
858306,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,333.15,2500.0,849.3,,,,,,,,,,,,,
858307,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,333.15,5000.0,851.7,,,,,,,,,,,,,
858308,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,333.15,7500.0,853.9,,,,,,,,,,,,,
858309,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,333.15,10000.0,856.1,,,,,,,,,,,,,
858310,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,333.15,15000.0,860.3,,,,,,,,,,,,,
858311,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,333.15,20000.0,864.3,,,,,,,,,,,,,
858312,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,333.15,25000.0,868.1,,,,,,,,,,,,,
858314,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,343.15,1000.0,838.4,,,,,,,,,,,,,
858315,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,343.15,2500.0,840.0,,,,,,,,,,,,,
858316,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,343.15,5000.0,842.4,,,,,,,,,,,,,
858317,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,343.15,7500.0,844.9,,,,,,,,,,,,,
858318,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,343.15,10000.0,847.2,,,,,,,,,,,,,
858319,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,343.15,15000.0,851.8,,,,,,,,,,,,,
858320,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,343.15,20000.0,856.0,,,,,,,,,,,,,
858321,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,343.15,25000.0,860.1,,,,,,,,,,,,,
858323,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,353.15,1000.0,828.3,,,,,,,,,,,,,
858324,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,353.15,2500.0,829.9,,,,,,,,,,,,,
858325,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,353.15,5000.0,832.6,,,,,,,,,,,,,
858326,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,353.15,7500.0,835.2,,,,,,,,,,,,,
858327,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,353.15,10000.0,837.7,,,,,,,,,,,,,
858328,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,353.15,15000.0,842.5,,,,,,,,,,,,,
858329,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,353.15,20000.0,847.0,,,,,,,,,,,,,
858330,je049893r,1-propoxy-2-propanol,CCCOCC(C)O,353.15,25000.0,851.3,,,,,,,,,,,,,
858513,je049895b,cyclopentane,C1CCCC1,293.15,101.325,744.43,,,,,,,,,,,,,
858514,je049895b,cyclopentane,C1CCCC1,298.15,101.325,739.47,,,,,,,,,,,,,
858515,je049895b,cyclopentane,C1CCCC1,303.15,101.325,734.47,,,,,,,,,,,,,
858516,je049895b,cyclopentane,C1CCCC1,308.15,101.325,729.42,,,,,,,,,,,,,
858517,je049895b,cyclopentane,C1CCCC1,313.15,101.325,724.32,,,,,,,,,,,,,
858523,je049895b,cyclopentane,C1CCCC1,293.15,101.325,,,1232.0,,,,,,,,,,,
858524,je049895b,cyclopentane,C1CCCC1,298.15,101.325,,,1206.0,,,,,,,,,,,
858525,je049895b,cyclopentane,C1CCCC1,303.15,101.325,,,1180.0,,,,,,,,,,,
858526,je049895b,cyclopentane,C1CCCC1,308.15,101.325,,,1154.0,,,,,,,,,,,
858527,je049895b,cyclopentane,C1CCCC1,313.15,101.325,,,1129.0,,,,,,,,,,,
858550,je049895b,methylcyclohexane,CC1CCCCC1,293.15,101.325,,,1237.0,,,,,,,,,,,
858551,je049895b,methylcyclohexane,CC1CCCCC1,298.15,101.325,,,1215.0,,,,,,,,,,,
858552,je049895b,methylcyclohexane,CC1CCCCC1,303.15,101.325,,,1193.0,,,,,,,,,,,
858553,je049895b,methylcyclohexane,CC1CCCCC1,308.15,101.325,,,1172.0,,,,,,,,,,,
858554,je049895b,methylcyclohexane,CC1CCCCC1,313.15,101.325,,,1150.0,,,,,,,,,,,
859075,je049899g,xylene,Cc1ccccc1C,298.15,101.325,875.2,,,,,,,,,,,,,
859076,je049899g,xylene,Cc1ccccc1C,298.15,101.325,,,1349.0,,,,,,,,,,,
859078,je049899g,"1,3-dimethylbenzene",Cc1cccc(C)c1,298.15,101.325,859.4,,,,,,,,,,,,,
859079,je049899g,"1,3-dimethylbenzene",Cc1cccc(C)c1,298.15,101.325,,,1323.0,,,,,,,,,,,
859081,je049899g,"1,4-dimethylbenzene",Cc1ccc(C)cc1,298.15,101.325,856.1,,,,,,,,,,,,,
859082,je049899g,"1,4-dimethylbenzene",Cc1ccc(C)cc1,298.15,101.325,,,1316.0,,,,,,,,,,,
859084,je049899g,isopropylbenzene,CC(C)c1ccccc1,298.15,101.325,857.1,,,,,,,,,,,,,
859085,je049899g,isopropylbenzene,CC(C)c1ccccc1,298.15,101.325,,,1338.0,,,,,,,,,,,
859456,je049903o,heptane,CCCCCCC,298.15,101.325,679.542,,,,,,,,,,,,,
859457,je049903o,octane,CCCCCCCC,298.15,101.325,698.548,,,,,,,,,,,,,
859458,je049903o,decane,CCCCCCCCCC,298.15,101.325,726.357,,,,,,,,,,,,,
860113,je0499059,toluene,Cc1ccccc1,298.15,101.325,862.39,0.01,,,,,,,,,,,,
860785,je049909d,methanol,CO,298.15,101.325,786.56,,,,,,,,,,,,,
860787,je049909d,methanol,CO,298.15,101.325,,,1101.8,,,,,,,,,,,
861168,je049912,ethylbenzene,CCc1ccccc1,298.15,101.325,862.0,,,,,,,,,,,,,
861169,je049912,ethylbenzene,CCc1ccccc1,308.15,101.325,855.5,,,,,,,,,,,,,
861172,je049912,ethylbenzene,CCc1ccccc1,298.15,101.325,,,1312.0,,,,,,,,,,,
861173,je049912,ethylbenzene,CCc1ccccc1,308.15,101.325,,,1276.0,,,,,,,,,,,
861174,je049912,ethanol,CCO,298.15,101.325,785.5,,,,,,,,,,,,,
861175,je049912,ethanol,CCO,308.15,101.325,776.3,,,,,,,,,,,,,
861178,je049912,ethanol,CCO,298.15,101.325,,,1160.0,,,,,,,,,,,
861179,je049912,ethanol,CCO,308.15,101.325,,,1112.0,,,,,,,,,,,
861180,je049912,1-propanol,CCCO,298.15,101.325,799.6,,,,,,,,,,,,,
861181,je049912,1-propanol,CCCO,308.15,101.325,792.0,,,,,,,,,,,,,
861184,je049912,1-propanol,CCCO,298.15,101.325,,,1213.0,,,,,,,,,,,
861185,je049912,1-propanol,CCCO,308.15,101.325,,,1182.0,,,,,,,,,,,
861186,je049912,1-butanol,CCCCO,298.15,101.325,807.7,,,,,,,,,,,,,
861187,je049912,1-butanol,CCCCO,308.15,101.325,800.1,,,,,,,,,,,,,
861190,je049912,1-butanol,CCCCO,298.15,101.325,,,1238.0,,,,,,,,,,,
861191,je049912,1-butanol,CCCCO,308.15,101.325,,,1211.0,,,,,,,,,,,
863091,je049929f,2-methoxyethanol,COCCO,293.15,5000.0,967.5,,,,,,,,,,,,,
863092,je049929f,2-methoxyethanol,COCCO,293.15,10000.0,970.7,,,,,,,,,,,,,
863093,je049929f,2-methoxyethanol,COCCO,293.15,15000.0,973.8,,,,,,,,,,,,,
863094,je049929f,2-methoxyethanol,COCCO,293.15,20000.0,976.6,,,,,,,,,,,,,
863095,je049929f,2-methoxyethanol,COCCO,293.15,25000.0,979.5,,,,,,,,,,,,,
863096,je049929f,2-methoxyethanol,COCCO,293.15,30000.0,982.3,,,,,,,,,,,,,
863097,je049929f,2-methoxyethanol,COCCO,293.15,35000.0,985.1,,,,,,,,,,,,,
863098,je049929f,2-methoxyethanol,COCCO,293.15,40000.0,987.7,,,,,,,,,,,,,
863099,je049929f,2-methoxyethanol,COCCO,293.15,45000.0,990.3,,,,,,,,,,,,,
863100,je049929f,2-methoxyethanol,COCCO,293.15,50000.0,992.9,,,,,,,,,,,,,
863101,je049929f,2-methoxyethanol,COCCO,293.15,55000.0,995.3,,,,,,,,,,,,,
863102,je049929f,2-methoxyethanol,COCCO,293.15,60000.0,997.7,,,,,,,,,,,,,
863104,je049929f,2-methoxyethanol,COCCO,303.15,5000.0,958.4,,,,,,,,,,,,,
863105,je049929f,2-methoxyethanol,COCCO,303.15,10000.0,961.8,,,,,,,,,,,,,
863106,je049929f,2-methoxyethanol,COCCO,303.15,15000.0,965.1,,,,,,,,,,,,,
863107,je049929f,2-methoxyethanol,COCCO,303.15,20000.0,968.0,,,,,,,,,,,,,
863108,je049929f,2-methoxyethanol,COCCO,303.15,25000.0,971.1,,,,,,,,,,,,,
863109,je049929f,2-methoxyethanol,COCCO,303.15,30000.0,974.0,,,,,,,,,,,,,
863110,je049929f,2-methoxyethanol,COCCO,303.15,35000.0,976.9,,,,,,,,,,,,,
863111,je049929f,2-methoxyethanol,COCCO,303.15,40000.0,979.6,,,,,,,,,,,,,
863112,je049929f,2-methoxyethanol,COCCO,303.15,45000.0,982.3,,,,,,,,,,,,,
863113,je049929f,2-methoxyethanol,COCCO,303.15,50000.0,984.8,,,,,,,,,,,,,
863114,je049929f,2-methoxyethanol,COCCO,303.15,55000.0,987.5,,,,,,,,,,,,,
863115,je049929f,2-methoxyethanol,COCCO,303.15,60000.0,989.9,,,,,,,,,,,,,
863117,je049929f,2-methoxyethanol,COCCO,313.15,5000.0,949.3,,,,,,,,,,,,,
863118,je049929f,2-methoxyethanol,COCCO,313.15,10000.0,952.7,,,,,,,,,,,,,
863119,je049929f,2-methoxyethanol,COCCO,313.15,15000.0,956.3,,,,,,,,,,,,,
863120,je049929f,2-methoxyethanol,COCCO,313.15,20000.0,959.5,,,,,,,,,,,,,
863121,je049929f,2-methoxyethanol,COCCO,313.15,25000.0,962.5,,,,,,,,,,,,,
863122,je049929f,2-methoxyethanol,COCCO,313.15,30000.0,965.6,,,,,,,,,,,,,
863123,je049929f,2-methoxyethanol,COCCO,313.15,35000.0,968.5,,,,,,,,,,,,,
863124,je049929f,2-methoxyethanol,COCCO,313.15,40000.0,971.5,,,,,,,,,,,,,
863125,je049929f,2-methoxyethanol,COCCO,313.15,45000.0,974.4,,,,,,,,,,,,,
863126,je049929f,2-methoxyethanol,COCCO,313.15,50000.0,977.0,,,,,,,,,,,,,
863127,je049929f,2-methoxyethanol,COCCO,313.15,55000.0,979.5,,,,,,,,,,,,,
863128,je049929f,2-methoxyethanol,COCCO,313.15,60000.0,982.2,,,,,,,,,,,,,
863130,je049929f,2-methoxyethanol,COCCO,323.15,5000.0,940.2,,,,,,,,,,,,,
863131,je049929f,2-methoxyethanol,COCCO,323.15,10000.0,943.9,,,,,,,,,,,,,
863132,je049929f,2-methoxyethanol,COCCO,323.15,15000.0,947.4,,,,,,,,,,,,,
863133,je049929f,2-methoxyethanol,COCCO,323.15,20000.0,950.8,,,,,,,,,,,,,
863134,je049929f,2-methoxyethanol,COCCO,323.15,25000.0,954.0,,,,,,,,,,,,,
863135,je049929f,2-methoxyethanol,COCCO,323.15,30000.0,957.2,,,,,,,,,,,,,
863136,je049929f,2-methoxyethanol,COCCO,323.15,35000.0,960.5,,,,,,,,,,,,,
863137,je049929f,2-methoxyethanol,COCCO,323.15,40000.0,963.3,,,,,,,,,,,,,
863138,je049929f,2-methoxyethanol,COCCO,323.15,45000.0,966.3,,,,,,,,,,,,,
863139,je049929f,2-methoxyethanol,COCCO,323.15,50000.0,969.1,,,,,,,,,,,,,
863140,je049929f,2-methoxyethanol,COCCO,323.15,55000.0,971.9,,,,,,,,,,,,,
863141,je049929f,2-methoxyethanol,COCCO,323.15,60000.0,974.6,,,,,,,,,,,,,
863143,je049929f,2-methoxyethanol,COCCO,333.15,5000.0,930.9,,,,,,,,,,,,,
863144,je049929f,2-methoxyethanol,COCCO,333.15,10000.0,934.6,,,,,,,,,,,,,
863145,je049929f,2-methoxyethanol,COCCO,333.15,15000.0,938.4,,,,,,,,,,,,,
863146,je049929f,2-methoxyethanol,COCCO,333.15,20000.0,941.9,,,,,,,,,,,,,
863147,je049929f,2-methoxyethanol,COCCO,333.15,25000.0,945.3,,,,,,,,,,,,,
863148,je049929f,2-methoxyethanol,COCCO,333.15,30000.0,948.8,,,,,,,,,,,,,
863149,je049929f,2-methoxyethanol,COCCO,333.15,35000.0,952.0,,,,,,,,,,,,,
863150,je049929f,2-methoxyethanol,COCCO,333.15,40000.0,955.0,,,,,,,,,,,,,
863151,je049929f,2-methoxyethanol,COCCO,333.15,45000.0,958.0,,,,,,,,,,,,,
863152,je049929f,2-methoxyethanol,COCCO,333.15,50000.0,961.0,,,,,,,,,,,,,
863153,je049929f,2-methoxyethanol,COCCO,333.15,55000.0,963.9,,,,,,,,,,,,,
863154,je049929f,2-methoxyethanol,COCCO,333.15,60000.0,966.8,,,,,,,,,,,,,
863156,je049929f,2-methoxyethanol,COCCO,343.15,5000.0,921.2,,,,,,,,,,,,,
863157,je049929f,2-methoxyethanol,COCCO,343.15,10000.0,925.3,,,,,,,,,,,,,
863158,je049929f,2-methoxyethanol,COCCO,343.15,15000.0,929.3,,,,,,,,,,,,,
863159,je049929f,2-methoxyethanol,COCCO,343.15,20000.0,932.9,,,,,,,,,,,,,
863160,je049929f,2-methoxyethanol,COCCO,343.15,25000.0,936.9,,,,,,,,,,,,,
863161,je049929f,2-methoxyethanol,COCCO,343.15,30000.0,940.2,,,,,,,,,,,,,
863162,je049929f,2-methoxyethanol,COCCO,343.15,35000.0,943.6,,,,,,,,,,,,,
863163,je049929f,2-methoxyethanol,COCCO,343.15,40000.0,946.8,,,,,,,,,,,,,
863164,je049929f,2-methoxyethanol,COCCO,343.15,45000.0,950.0,,,,,,,,,,,,,
863165,je049929f,2-methoxyethanol,COCCO,343.15,50000.0,953.1,,,,,,,,,,,,,
863166,je049929f,2-methoxyethanol,COCCO,343.15,55000.0,956.2,,,,,,,,,,,,,
863167,je049929f,2-methoxyethanol,COCCO,343.15,60000.0,959.0,,,,,,,,,,,,,
863169,je049929f,2-methoxyethanol,COCCO,353.15,5000.0,911.7,,,,,,,,,,,,,
863170,je049929f,2-methoxyethanol,COCCO,353.15,10000.0,916.1,,,,,,,,,,,,,
863171,je049929f,2-methoxyethanol,COCCO,353.15,15000.0,920.1,,,,,,,,,,,,,
863172,je049929f,2-methoxyethanol,COCCO,353.15,20000.0,924.0,,,,,,,,,,,,,
863173,je049929f,2-methoxyethanol,COCCO,353.15,25000.0,927.9,,,,,,,,,,,,,
863174,je049929f,2-methoxyethanol,COCCO,353.15,30000.0,931.5,,,,,,,,,,,,,
863175,je049929f,2-methoxyethanol,COCCO,353.15,35000.0,934.9,,,,,,,,,,,,,
863176,je049929f,2-methoxyethanol,COCCO,353.15,40000.0,938.7,,,,,,,,,,,,,
