,filename,components,smiles,"Molar heat capacity at constant pressure, J/K/mol","Molar heat capacity at constant pressure, J/K/mol_std"
1481417,je800244q,hexylene glycol,OCCCCCCO,288.35,1.44175
1481418,je800244q,hexylene glycol,OCCCCCCO,293.21,1.46605
1481419,je800244q,hexylene glycol,OCCCCCCO,298.13,1.49065
1481420,je800244q,hexylene glycol,OCCCCCCO,303.01,1.51505
1481421,je800244q,hexylene glycol,OCCCCCCO,307.95,1.53975
1481422,je800244q,hexylene glycol,OCCCCCCO,314.8,1.574
1481423,je800244q,hexylene glycol,OCCCCCCO,318.39,1.59195
1481490,je800248w,water,O,75,3
1481491,je800248w,water,O,75,3
1481492,je800248w,water,O,75,3
1481493,je800248w,water,O,75,3
1481494,je800248w,water,O,75,3
1481495,je800248w,water,O,75,3
1481496,je800248w,water,O,75,3
1491813,je800356,"1,2-ethanediol",OCCO,148.1,0.22215
1491814,je800356,"1,2-ethanediol",OCCO,148.57,0.222855
1491815,je800356,"1,2-ethanediol",OCCO,149.05,0.223575
1491816,je800356,"1,2-ethanediol",OCCO,149.53,0.224295
1491817,je800356,"1,2-ethanediol",OCCO,150.01,0.225015
1491818,je800356,"1,2-ethanediol",OCCO,150.48,0.22572
1491819,je800356,"1,2-ethanediol",OCCO,150.96,0.22644
1491820,je800356,"1,2-ethanediol",OCCO,151.44,0.22716
1491821,je800356,"1,2-ethanediol",OCCO,151.92,0.22788
1491822,je800356,"1,2-ethanediol",OCCO,152.4,0.2286
1491823,je800356,"1,2-ethanediol",OCCO,152.88,0.22932
1491824,je800356,"1,2-ethanediol",OCCO,153.36,0.23004
1491825,je800356,"1,2-ethanediol",OCCO,153.83,0.230745
1491826,je800356,"1,2-ethanediol",OCCO,154.31,0.231465
1491827,je800356,"1,2-ethanediol",OCCO,154.79,0.232185
1491828,je800356,"1,2-ethanediol",OCCO,155.27,0.232905
1491829,je800356,"1,2-ethanediol",OCCO,155.75,0.233625
1491830,je800356,"1,2-ethanediol",OCCO,156.23,0.234345
1491831,je800356,"1,2-ethanediol",OCCO,156.71,0.235065
1491832,je800356,"1,2-ethanediol",OCCO,157.19,0.235785
1491833,je800356,"1,2-ethanediol",OCCO,157.67,0.236505
1491834,je800356,"1,2-ethanediol",OCCO,158.15,0.237225
1491835,je800356,"1,2-ethanediol",OCCO,158.63,0.237945
1491836,je800356,"1,2-ethanediol",OCCO,159.11,0.238665
1491837,je800356,"1,2-ethanediol",OCCO,159.6,0.2394
1491838,je800356,"1,2-ethanediol",OCCO,160.08,0.24012
1491839,je800356,"1,2-ethanediol",OCCO,160.56,0.24084
1491840,je800356,"1,2-ethanediol",OCCO,161.04,0.24156
1491841,je800356,"1,2-ethanediol",OCCO,161.52,0.24228
1491842,je800356,"1,2-ethanediol",OCCO,162,0.243
1491843,je800356,"1,2-ethanediol",OCCO,162.49,0.243735
1491844,je800356,"1,2-ethanediol",OCCO,162.97,0.244455
1491845,je800356,"1,2-ethanediol",OCCO,163.45,0.245175
1491846,je800356,"1,2-ethanediol",OCCO,163.93,0.245895
1491847,je800356,"1,2-ethanediol",OCCO,164.42,0.24663
1491848,je800356,"1,2-ethanediol",OCCO,164.9,0.24735
1491849,je800356,"1,2-ethanediol",OCCO,165.38,0.24807
1491850,je800356,"1,2-ethanediol",OCCO,165.86,0.24879
1491851,je800356,"1,2-ethanediol",OCCO,166.35,0.249525
1491852,je800356,"1,2-ethanediol",OCCO,166.83,0.250245
1491853,je800356,"1,2-ethanediol",OCCO,167.32,0.25098
1491854,je800356,"1,2-ethanediol",OCCO,149.69,0.224535
1491855,je800356,"1,3-propanediol",OCCCO,173.4,0.2601
1491856,je800356,"1,3-propanediol",OCCCO,174.11,0.261165
1491857,je800356,"1,3-propanediol",OCCCO,174.83,0.262245
1491858,je800356,"1,3-propanediol",OCCCO,175.54,0.26331
1491859,je800356,"1,3-propanediol",OCCCO,176.26,0.26439
1491860,je800356,"1,3-propanediol",OCCCO,176.98,0.26547
1491861,je800356,"1,3-propanediol",OCCCO,177.7,0.26655
1491862,je800356,"1,3-propanediol",OCCCO,178.42,0.26763
1491863,je800356,"1,3-propanediol",OCCCO,179.15,0.268725
1491864,je800356,"1,3-propanediol",OCCCO,179.87,0.269805
1491865,je800356,"1,3-propanediol",OCCCO,180.59,0.270885
1491866,je800356,"1,3-propanediol",OCCCO,181.32,0.27198
1491867,je800356,"1,3-propanediol",OCCCO,182.05,0.273075
1491868,je800356,"1,3-propanediol",OCCCO,182.78,0.27417
1491869,je800356,"1,3-propanediol",OCCCO,183.51,0.275265
1491870,je800356,"1,3-propanediol",OCCCO,184.24,0.27636
1491871,je800356,"1,3-propanediol",OCCCO,184.97,0.277455
1491872,je800356,"1,3-propanediol",OCCCO,185.7,0.27855
1491873,je800356,"1,3-propanediol",OCCCO,186.44,0.27966
1491874,je800356,"1,3-propanediol",OCCCO,187.17,0.280755
1491875,je800356,"1,3-propanediol",OCCCO,187.91,0.281865
1491876,je800356,"1,3-propanediol",OCCCO,188.65,0.282975
1491877,je800356,"1,3-propanediol",OCCCO,189.38,0.28407
1491878,je800356,"1,3-propanediol",OCCCO,190.12,0.28518
1491879,je800356,"1,3-propanediol",OCCCO,190.87,0.286305
1491880,je800356,"1,3-propanediol",OCCCO,191.61,0.287415
1491881,je800356,"1,3-propanediol",OCCCO,192.35,0.288525
1491882,je800356,"1,3-propanediol",OCCCO,193.1,0.28965
1491883,je800356,"1,3-propanediol",OCCCO,193.84,0.29076
1491884,je800356,"1,3-propanediol",OCCCO,194.59,0.291885
1491885,je800356,"1,3-propanediol",OCCCO,195.34,0.29301
1491886,je800356,"1,3-propanediol",OCCCO,196.09,0.294135
1491887,je800356,"1,3-propanediol",OCCCO,196.84,0.29526
1491888,je800356,"1,3-propanediol",OCCCO,197.59,0.296385
1491889,je800356,"1,3-propanediol",OCCCO,198.34,0.29751
1491890,je800356,"1,3-propanediol",OCCCO,199.1,0.29865
1491891,je800356,"1,3-propanediol",OCCCO,199.85,0.299775
1491892,je800356,"1,3-propanediol",OCCCO,200.61,0.300915
1491893,je800356,"1,3-propanediol",OCCCO,201.37,0.302055
1491894,je800356,"1,3-propanediol",OCCCO,202.13,0.303195
1491895,je800356,"1,3-propanediol",OCCCO,202.89,0.304335
1491896,je800356,"1,3-propanediol",OCCCO,175.78,0.26367
1491897,je800356,"1,4-butanediol",OCCCCO,200.51,0.300765
1491898,je800356,"1,4-butanediol",OCCCCO,201.33,0.301995
1491899,je800356,"1,4-butanediol",OCCCCO,202.16,0.30324
1491900,je800356,"1,4-butanediol",OCCCCO,202.99,0.304485
1491901,je800356,"1,4-butanediol",OCCCCO,203.82,0.30573
1491902,je800356,"1,4-butanediol",OCCCCO,204.67,0.307005
1491903,je800356,"1,4-butanediol",OCCCCO,205.51,0.308265
1491904,je800356,"1,4-butanediol",OCCCCO,206.36,0.30954
1491905,je800356,"1,4-butanediol",OCCCCO,207.22,0.31083
1491906,je800356,"1,4-butanediol",OCCCCO,208.08,0.31212
1491907,je800356,"1,4-butanediol",OCCCCO,208.95,0.313425
1491908,je800356,"1,4-butanediol",OCCCCO,209.82,0.31473
1491909,je800356,"1,4-butanediol",OCCCCO,210.7,0.31605
1491910,je800356,"1,4-butanediol",OCCCCO,211.58,0.31737
1491911,je800356,"1,4-butanediol",OCCCCO,212.47,0.318705
1491912,je800356,"1,4-butanediol",OCCCCO,213.36,0.32004
1491913,je800356,"1,4-butanediol",OCCCCO,214.26,0.32139
1491914,je800356,"1,4-butanediol",OCCCCO,215.17,0.322755
1491915,je800356,"1,4-butanediol",OCCCCO,216.08,0.32412
1491916,je800356,"1,4-butanediol",OCCCCO,216.99,0.325485
1491917,je800356,"1,4-butanediol",OCCCCO,217.91,0.326865
1491918,je800356,"1,4-butanediol",OCCCCO,218.83,0.328245
1491919,je800356,"1,4-butanediol",OCCCCO,219.76,0.32964
1491920,je800356,"1,4-butanediol",OCCCCO,220.7,0.33105
1491921,je800356,"1,4-butanediol",OCCCCO,221.64,0.33246
1491922,je800356,"1,4-butanediol",OCCCCO,222.58,0.33387
1491923,je800356,"1,4-butanediol",OCCCCO,223.53,0.335295
1491924,je800356,"1,4-butanediol",OCCCCO,224.49,0.336735
1491925,je800356,"1,4-butanediol",OCCCCO,225.45,0.338175
1491926,je800356,"1,4-butanediol",OCCCCO,226.41,0.339615
1491927,je800356,"1,4-butanediol",OCCCCO,227.38,0.34107
1491928,je800356,"1,4-butanediol",OCCCCO,228.36,0.34254
1491929,je800356,"1,4-butanediol",OCCCCO,229.34,0.34401
1491930,je800356,"1,4-butanediol",OCCCCO,230.33,0.345495
1491931,je800356,"1,4-butanediol",OCCCCO,231.32,0.34698
1491932,je800356,"1,4-butanediol",OCCCCO,232.32,0.34848
1491933,je800356,"1,4-butanediol",OCCCCO,233.32,0.34998
1491934,je800356,"1,4-butanediol",OCCCCO,234.32,0.35148
1491935,je800356,"1,4-butanediol",OCCCCO,235.34,0.35301
1491936,je800356,"1,4-butanediol",OCCCCO,236.35,0.354525
1491937,je800356,"1,4-butanediol",OCCCCO,237.38,0.35607
1491938,je800356,"1,4-butanediol",OCCCCO,203.27,0.304905
1491981,je800356,hexylene glycol,OCCCCCCO,282.66,0.42399
1491982,je800356,hexylene glycol,OCCCCCCO,284.25,0.426375
1491983,je800356,hexylene glycol,OCCCCCCO,285.84,0.42876
1491984,je800356,hexylene glycol,OCCCCCCO,287.42,0.43113
1491985,je800356,hexylene glycol,OCCCCCCO,288.99,0.433485
1491986,je800356,hexylene glycol,OCCCCCCO,290.55,0.435825
1491987,je800356,hexylene glycol,OCCCCCCO,292.12,0.43818
1491988,je800356,hexylene glycol,OCCCCCCO,293.67,0.440505
1491989,je800356,hexylene glycol,OCCCCCCO,295.22,0.44283
1491990,je800356,hexylene glycol,OCCCCCCO,296.76,0.44514
1491991,je800356,hexylene glycol,OCCCCCCO,298.3,0.44745
1491992,je800356,hexylene glycol,OCCCCCCO,299.83,0.449745
1491993,je800356,hexylene glycol,OCCCCCCO,301.36,0.45204
1491994,je800356,hexylene glycol,OCCCCCCO,302.88,0.45432
1491995,je800356,hexylene glycol,OCCCCCCO,304.4,0.4566
1491996,je800356,hexylene glycol,OCCCCCCO,305.91,0.458865
1491997,je800356,hexylene glycol,OCCCCCCO,307.41,0.461115
1491998,je800356,hexylene glycol,OCCCCCCO,308.91,0.463365
1491999,je800356,hexylene glycol,OCCCCCCO,310.4,0.4656
1492000,je800356,hexylene glycol,OCCCCCCO,311.88,0.46782
1492001,je800356,hexylene glycol,OCCCCCCO,313.36,0.47004
1492002,je800356,hexylene glycol,OCCCCCCO,314.84,0.47226
1492003,je800356,hexylene glycol,OCCCCCCO,316.31,0.474465
1492004,je800356,hexylene glycol,OCCCCCCO,317.77,0.476655
1591432,je9006579,heptane,CCCCCCC,230.37,0.92148
1591433,je9006579,heptane,CCCCCCC,240.03,0.96012
1669570,j.tca.2006.10.025,methanol,CO,78.1,0.0781
1669571,j.tca.2006.10.025,methanol,CO,79.3,0.0793
1669572,j.tca.2006.10.025,methanol,CO,81,0.081
1669573,j.tca.2006.10.025,methanol,CO,82.2,0.0822
1669574,j.tca.2006.10.025,methanol,CO,83.4,0.0834
1669575,j.tca.2006.10.025,methanol,CO,85.6,0.0856
1669576,j.tca.2006.10.025,methanol,CO,87.5,0.0875
1669577,j.tca.2006.10.025,methanol,CO,89.5,0.0895
1669579,j.tca.2006.10.025,ethanol,CCO,108.8,0.1088
1669580,j.tca.2006.10.025,ethanol,CCO,111,0.111
1669581,j.tca.2006.10.025,ethanol,CCO,113.5,0.1135
1669582,j.tca.2006.10.025,ethanol,CCO,115.7,0.1157
1669583,j.tca.2006.10.025,ethanol,CCO,118.6,0.1186
1669584,j.tca.2006.10.025,ethanol,CCO,121.6,0.1216
1669585,j.tca.2006.10.025,ethanol,CCO,125.1,0.1251
1669586,j.tca.2006.10.025,ethanol,CCO,128.2,0.1282
1669588,j.tca.2006.10.025,1-propanol,CCCO,139,0.139
1669589,j.tca.2006.10.025,1-propanol,CCCO,142.3,0.1423
1669590,j.tca.2006.10.025,1-propanol,CCCO,144.9,0.1449
1669591,j.tca.2006.10.025,1-propanol,CCCO,148.3,0.1483
1669592,j.tca.2006.10.025,1-propanol,CCCO,151,0.151
1669593,j.tca.2006.10.025,1-propanol,CCCO,153.7,0.1537
1669594,j.tca.2006.10.025,1-propanol,CCCO,157.1,0.1571
1669595,j.tca.2006.10.025,1-propanol,CCCO,160.1,0.1601
1669597,j.tca.2006.10.025,1-butanol,CCCCO,166.2,0.1662
1669598,j.tca.2006.10.025,1-butanol,CCCCO,171.8,0.1718
1669599,j.tca.2006.10.025,1-butanol,CCCCO,175.3,0.1753
1669600,j.tca.2006.10.025,1-butanol,CCCCO,178.9,0.1789
1669601,j.tca.2006.10.025,1-butanol,CCCCO,182.8,0.1828
1669602,j.tca.2006.10.025,1-butanol,CCCCO,186.6,0.1866
1669603,j.tca.2006.10.025,1-butanol,CCCCO,190.8,0.1908
1669604,j.tca.2006.10.025,1-butanol,CCCCO,194.7,0.1947
1669606,j.tca.2006.10.025,1-hexanol,CCCCCCO,231.6,0.2316
1669607,j.tca.2006.10.025,1-hexanol,CCCCCCO,237.5,0.2375
1669608,j.tca.2006.10.025,1-hexanol,CCCCCCO,241.3,0.2413
1669609,j.tca.2006.10.025,1-hexanol,CCCCCCO,246,0.246
1669610,j.tca.2006.10.025,1-hexanol,CCCCCCO,251,0.251
1669611,j.tca.2006.10.025,1-hexanol,CCCCCCO,256.2,0.2562
1669612,j.tca.2006.10.025,1-hexanol,CCCCCCO,262.5,0.2625
1669613,j.tca.2006.10.025,1-hexanol,CCCCCCO,268.9,0.2689
1669615,j.tca.2006.10.025,1-octanol,CCCCCCCCO,294.2,0.2942
1669616,j.tca.2006.10.025,1-octanol,CCCCCCCCO,300.3,0.3003
1669617,j.tca.2006.10.025,1-octanol,CCCCCCCCO,304.4,0.3044
1669618,j.tca.2006.10.025,1-octanol,CCCCCCCCO,309.2,0.3092
1669619,j.tca.2006.10.025,1-octanol,CCCCCCCCO,314.4,0.3144
1669620,j.tca.2006.10.025,1-octanol,CCCCCCCCO,319.5,0.3195
1669621,j.tca.2006.10.025,1-octanol,CCCCCCCCO,326.2,0.3262
1669622,j.tca.2006.10.025,1-octanol,CCCCCCCCO,332.7,0.3327
1679680,j.tca.2009.01.008,bis(2-hydroxyethyl) ether,OCCOCCO,248.2,0.015
1679681,j.tca.2009.01.008,bis(2-hydroxyethyl) ether,OCCOCCO,251.3,0.015
1679682,j.tca.2009.01.008,bis(2-hydroxyethyl) ether,OCCOCCO,255,0.015
1679683,j.tca.2009.01.008,bis(2-hydroxyethyl) ether,OCCOCCO,259.2,0.015
1679684,j.tca.2009.01.008,bis(2-hydroxyethyl) ether,OCCOCCO,263.8,0.015
1679685,j.tca.2009.01.008,bis(2-hydroxyethyl) ether,OCCOCCO,266.8,0.015
1679686,j.tca.2009.01.008,triethylene glycol,OCCOCCOCCO,336.3,0.015
1679687,j.tca.2009.01.008,triethylene glycol,OCCOCCOCCO,339.5,0.015
1679688,j.tca.2009.01.008,triethylene glycol,OCCOCCOCCO,343.1,0.015
1679689,j.tca.2009.01.008,triethylene glycol,OCCOCCOCCO,347.9,0.015
1679690,j.tca.2009.01.008,triethylene glycol,OCCOCCOCCO,353.7,0.015
1679691,j.tca.2009.01.008,triethylene glycol,OCCOCCOCCO,359.3,0.015
1679698,j.tca.2009.01.008,"1,2-propanediol",CC(O)CO,192.8,0.015
1679699,j.tca.2009.01.008,"1,2-propanediol",CC(O)CO,197,0.015
1679700,j.tca.2009.01.008,"1,2-propanediol",CC(O)CO,201.3,0.015
1679701,j.tca.2009.01.008,"1,2-propanediol",CC(O)CO,206,0.015
1679702,j.tca.2009.01.008,"1,2-propanediol",CC(O)CO,210.6,0.015
1679703,j.tca.2009.01.008,"1,2-propanediol",CC(O)CO,215.3,0.015
1724084,j.tca.2013.03.017,water,O,75.3,0.1
1724085,j.tca.2013.03.017,water,O,75.26,0.07
1724086,j.tca.2013.03.017,water,O,75.3,0.05
1724087,j.tca.2013.03.017,water,O,75.39,0.08
1724088,j.tca.2013.03.017,water,O,75.48,0.07
1724089,j.tca.2013.03.017,water,O,75.6,0.02
