;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Molar heat capacity at constant pressure, J/K/mol;Molar heat capacity at constant pressure, J/K/mol_std
89797;j.jct.2006.10.007;3-octanol;CCCCCC(O)CC;29063-28-3;InChIKey=NMRPBPVERJPACX-UHFFFAOYSA-N;298.15;101.325;339.8948712;6.797897424
89811;j.jct.2006.10.007;4-octanol;CCCCC(O)CCC;589-62-8;InChIKey=WOFPPJOZXUTRAU-UHFFFAOYSA-N;298.15;101.325;332.081196;6.64162392
89829;j.jct.2006.10.007;2-nonanol;CCCCCCCC(C)O;74683-66-2;InChIKey=NGDNVOAEIVQRFH-UHFFFAOYSA-N;298.15;101.325;356.308615;7.1261723
89860;j.jct.2006.10.007;3-nonanol;CCCCCCC(O)CC;74742-08-8;InChIKey=GYSCXPVAKHVAAY-UHFFFAOYSA-N;298.15;101.325;373.619155;7.4723831
89876;j.jct.2006.10.007;4-nonanol;CCCCCC(O)CCC;52708-03-9;InChIKey=IXUOEGRSQCCEHB-UHFFFAOYSA-N;298.15;101.325;367.848975;7.3569795
89892;j.jct.2006.10.007;5-nonanol;CCCCC(O)CCCC;623-93-8;InChIKey=FCBBRODPXVPZAH-UHFFFAOYSA-N;298.15;101.325;370.734065;7.4146813
92278;j.jct.2006.11.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;280.0;1000.0;74.0166966;1.602093
92279;j.jct.2006.11.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;320.0;1000.0;85.8721848;1.602093
92280;j.jct.2006.11.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;360.0;1000.0;97.4072544;0.9612558
92281;j.jct.2006.11.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;280.0;5000.0;73.696278;2.8837674
92282;j.jct.2006.11.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;320.0;5000.0;84.2700918;1.2816744
92283;j.jct.2006.11.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;360.0;5000.0;94.2030684;0.9612558
92284;j.jct.2006.11.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;360.0;10000.0;94.523487;1.2816744
92285;j.jct.2006.11.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;360.0;15000.0;97.0868358;1.9225116
106065;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;101.325;173.8;0.4345
106066;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.325;177.1;0.44275
106067;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;303.15;101.325;180.61;0.451525
106068;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;308.15;101.325;184.28;0.4607
106069;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;313.15;101.325;188.02;0.47005
106070;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;318.15;101.325;192.1;0.48025
106071;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;323.15;101.325;196.13;0.490325
106072;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;328.15;101.325;200.4;0.501
106073;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;333.15;101.325;204.72;0.5118
106074;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;338.15;101.325;209.16;0.5229
106075;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;343.15;101.325;213.57;0.533925
106076;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;348.15;101.325;218.1;0.54525
106077;j.jct.2007.04.011;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;353.15;101.325;222.54;0.55635
106079;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;293.15;101.325;200.39;0.500975
106080;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;298.15;101.325;203.06;0.50765
106081;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;303.15;101.325;205.82;0.51455
106082;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;308.15;101.325;208.65;0.521625
106083;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;313.15;101.325;211.57;0.528925
106084;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;318.15;101.325;214.55;0.536375
106085;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;323.15;101.325;217.61;0.544025
106086;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;328.15;101.325;220.72;0.5518
106087;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;333.15;101.325;223.9;0.55975
106088;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;338.15;101.325;227.12;0.5678
106089;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;343.15;101.325;230.4;0.576
106090;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;348.15;101.325;233.72;0.5843
106091;j.jct.2007.04.011;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;353.15;101.325;237.07;0.592675
106093;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;298.15;101.325;236.67;0.591675
106094;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;303.15;101.325;239.28;0.5982
106095;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;308.15;101.325;241.85;0.604625
106096;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;313.15;101.325;244.35;0.610875
106097;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;318.15;101.325;246.82;0.61705
106098;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;323.15;101.325;249.23;0.623075
106099;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;328.15;101.325;251.6;0.629
106100;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;333.15;101.325;253.91;0.634775
106101;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;338.15;101.325;256.17;0.640425
106102;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;343.15;101.325;258.39;0.645975
106103;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;348.15;101.325;260.55;0.651375
106104;j.jct.2007.04.011;2,3-butanediol;CC(O)C(C)O;6982-25-8;InChIKey=OWBTYPJTUOEWEK-UHFFFAOYSA-N;353.15;101.325;262.67;0.656675
106106;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;288.15;101.325;225.51;0.563775
106107;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;293.15;101.325;228.22;0.57055
106108;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;298.15;101.325;230.94;0.57735
106109;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;303.15;101.325;233.64;0.5841
106110;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;308.15;101.325;236.32;0.5908
106111;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;313.15;101.325;238.97;0.597425
106112;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;318.15;101.325;241.59;0.603975
106113;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;323.15;101.325;244.18;0.61045
106114;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;328.15;101.325;246.72;0.6168
106115;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;333.15;101.325;249.2;0.623
106116;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;338.15;101.325;251.63;0.629075
106117;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;343.15;101.325;254.0;0.635
106118;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;348.15;101.325;256.29;0.640725
106119;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;353.15;101.325;258.5;0.64625
106120;j.jct.2007.04.011;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;358.15;101.325;260.63;0.651575
106122;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;298.15;101.325;263.09;0.394635
106123;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;303.15;101.325;267.1;0.40065
106124;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;308.15;101.325;271.31;0.406965
106125;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;313.15;101.325;275.53;0.413295
106126;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;318.15;101.325;279.94;0.41991
106127;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;323.15;101.325;284.5;0.42675
106128;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;328.15;101.325;289.17;0.433755
106129;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;333.15;101.325;293.9;0.44085
106130;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;338.15;101.325;298.68;0.44802
106131;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;343.15;101.325;303.35;0.455025
106132;j.jct.2007.04.011;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;353.15;101.325;313.68;0.47052
114781;j.jct.2007.07.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;283.15;101.0;78.6;3.777735294
114782;j.jct.2007.07.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;288.15;101.0;79.5;3.820991805
114783;j.jct.2007.07.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;293.15;101.0;80.4;3.864248316
114784;j.jct.2007.07.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;298.15;101.0;81.3;3.907504827
114785;j.jct.2007.07.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;303.15;101.0;82.3;3.955567617
114786;j.jct.2007.07.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;308.15;101.0;83.4;4.008436686
114787;j.jct.2007.07.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;313.15;101.0;84.5;4.061305755
114788;j.jct.2007.07.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;318.15;101.0;85.7;4.118981103
114789;j.jct.2007.07.001;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;323.15;101.0;87.0;4.18146273
146653;j.jct.2008.10.002;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;293.15;101.325;75.4;0.2262
146654;j.jct.2008.10.002;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.325;75.3;0.2259
146655;j.jct.2008.10.002;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.15;101.325;75.3;0.2259
146656;j.jct.2008.10.002;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.15;101.325;75.2;0.2256
146657;j.jct.2008.10.002;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.15;101.325;75.2;0.2256
146658;j.jct.2008.10.002;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;318.15;101.325;75.3;0.2259
148497;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;284.14;101.325;233.4;0.3501
148498;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;285.15;101.325;234.44;0.35166
148499;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;286.16;101.325;235.36;0.35304
148500;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;287.14;101.325;236.15;0.354225
148501;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;288.15;101.325;237.23;0.355845
148502;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;289.14;101.325;238.19;0.357285
148503;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;290.14;101.325;239.11;0.358665
148504;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;291.15;101.325;240.18;0.36027
148505;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;292.14;101.325;241.19;0.361785
148506;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;293.14;101.325;242.22;0.36333
148507;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;294.15;101.325;243.25;0.364875
148508;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;295.14;101.325;244.25;0.366375
