,filename,components,smiles,"Speed of sound, m/s","Speed of sound, m/s_std"
731960,s10765-008-0399-8,triethylene glycol,OCCOCCOCCO,1586.0,1.5
736675,s10765-009-0562-,benzene,c1ccccc1,1306.0,1.5
736676,s10765-009-0562-,benzene,c1ccccc1,1283.6,1.5
736677,s10765-009-0562-,benzene,c1ccccc1,1257.2,1.5
736678,s10765-009-0562-,benzene,c1ccccc1,1233.6,1.5
739885,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1355.5,0.1
739886,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1426.09,0.1
739887,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1489.75,0.1
739888,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1548.13,0.1
739889,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1602.52,0.1
739890,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1653.28,0.1
739891,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1685.32,0.1
739892,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1253.09,0.1
739894,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1338.81,0.1
739895,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1410.68,0.1
739896,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1475.28,0.1
739897,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1534.3,0.1
739898,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1588.97,0.1
739899,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1640.43,0.1
739900,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1672.51,0.1
739902,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1323.42,0.1
739903,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1396.12,0.1
739904,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1461.7,0.1
739905,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1521.3,0.1
739906,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1576.62,0.1
739907,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1628.35,0.1
739908,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1660.84,0.1
739910,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1308.02,0.1
739911,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1381.77,0.1
739912,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1448.04,0.1
739913,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1508.55,0.1
739914,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1564.09,0.1
739915,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1616.64,0.1
739916,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1649.31,0.1
739918,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1292.81,0.1
739919,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1367.72,0.1
739920,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1434.86,0.1
739921,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1495.96,0.1
739922,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1552.1,0.1
739923,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1604.92,0.1
739924,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1638.14,0.1
739926,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1277.52,0.1
739927,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1353.75,0.1
739928,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1421.73,0.1
739929,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1483.43,0.1
739930,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1539.94,0.1
739931,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1593.24,0.1
739932,s10765-009-0607-1,2-methyl-1-butanol,CCC(C)CO,1626.83,0.1
740902,s10765-009-0665-4,1-butanol,CCCCO,1256.3,0.5
740903,s10765-009-0665-4,hexane,CCCCCC,1098.9,0.5
740904,s10765-009-0665-4,cyclohexane,C1CCCCC1,1279.0,0.5
740905,s10765-009-0665-4,2-methyl-1-propanol,CC(C)CO,1204.1,0.5
741645,s10765-010-0719-7,3-methyl-1-butanol,CC(C)CCO,1197.4,0.2
741669,s10765-010-0719-7,2-butoxyethanol,CCCCOCCO,1288.4,0.2
743095,s10765-010-0752-6,2-butoxyethanol,CCCCOCCO,1305.6,0.2
745929,s10765-010-0862-1,water,O,1520.4,0.45612
745930,s10765-010-0862-1,water,O,1528.0,0.4584
745931,s10765-010-0862-1,water,O,1535.2,0.46056
746129,s10765-010-0874-,1-hexanol,CCCCCCO,1320.11,0.01
746130,s10765-010-0874-,1-hexanol,CCCCCCO,1303.19,0.01
748378,s10765-011-0997-8,tetrahydropyran,C1CCOCC1,1272.0,1.0
748380,s10765-011-0997-8,benzene,c1ccccc1,1298.0,1.0
748382,s10765-011-0997-8,toluene,Cc1ccccc1,1303.0,1.0
748384,s10765-011-0997-8,xylene,Cc1ccccc1C,1346.0,1.0
748386,s10765-011-0997-8,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1310.0,1.0
749018,s10765-011-1087-7,2-octanol,CCCCCCC(C)O,1255.0,0.5
749019,s10765-011-1087-7,2-octanol,CCCCCCC(C)O,1238.4,0.5
749020,s10765-011-1087-7,2-octanol,CCCCCCC(C)O,1221.9,0.5
754487,s10765-013-1526-8,2-ethyl-1-hexanol,CCCCC(CC)CO,1319.0,0.5
754488,s10765-013-1526-8,2-ethyl-1-hexanol,CCCCC(CC)CO,1301.0,0.5
754489,s10765-013-1526-8,2-ethyl-1-hexanol,CCCCC(CC)CO,1283.0,0.5
754499,s10765-013-1526-8,benzene,c1ccccc1,1299.0,0.5
754500,s10765-013-1526-8,benzene,c1ccccc1,1276.0,0.5
754501,s10765-013-1526-8,benzene,c1ccccc1,1253.0,0.5
826606,je049544,methanol,CO,1101.8,0.1
837967,je049661s,cyclohexane,C1CCCCC1,1871.0,0.1
837968,je049661s,cyclohexane,C1CCCCC1,1993.0,0.1
837969,je049661s,cyclohexane,C1CCCCC1,2092.0,0.1
852818,je049793,isopropylbenzene,CC(C)c1ccccc1,1338.0,1.0
852821,je049793,xylene,Cc1ccccc1C,1349.0,1.0
852824,je049793,"1,3-dimethylbenzene",Cc1cccc(C)c1,1323.0,1.0
852827,je049793,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1316.0,1.0
872940,je0500330,ethanol,CCO,1143.0,0.1
881370,je050110r,cyclohexane,C1CCCCC1,1279.0,0.1
881371,je050110r,cyclohexane,C1CCCCC1,1254.0,0.1
881372,je050110r,cyclohexane,C1CCCCC1,1230.0,0.1
881379,je050110r,cyclopentane,C1CCCC1,1232.0,0.1
881380,je050110r,cyclopentane,C1CCCC1,1206.0,0.1
881381,je050110r,cyclopentane,C1CCCC1,1180.0,0.1
884877,je0501585,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1283.7,0.1
884878,je0501585,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1271.0,0.1
884879,je0501585,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1260.0,0.1
884887,je0501585,decane,CCCCCCCCCC,1210.0,0.1
884888,je0501585,decane,CCCCCCCCCC,1189.0,0.1
884889,je0501585,decane,CCCCCCCCCC,1175.3,0.1
885325,je050162g,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1283.7,0.1
885326,je050162g,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1271.0,0.1
885327,je050162g,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1260.0,0.1
886119,je050165t,methanol,CO,1102.68,0.1
886120,je050165t,methanol,CO,1086.37,0.1
886121,je050165t,methanol,CO,1070.11,0.1
886122,je050165t,methanol,CO,1053.96,0.1
886123,je050165t,methanol,CO,1037.91,0.1
898303,je050294+,1-butanol,CCCCO,1292.2,0.1
898304,je050294+,1-butanol,CCCCO,1240.7,0.1
898305,je050294+,1-butanol,CCCCO,1191.4,0.1
915094,je0504459,1-pentanol,CCCCCO,1264.0,1.264
915095,je0504459,1-pentanol,CCCCCO,1228.0,1.228
915100,je0504459,1-hexanol,CCCCCCO,1289.0,1.289
915101,je0504459,1-hexanol,CCCCCCO,1256.0,1.256
915106,je0504459,1-heptanol,CCCCCCCO,1312.0,1.312
915107,je0504459,1-heptanol,CCCCCCCO,1278.0,1.278
921644,je050540h,cyclohexane,C1CCCCC1,1279.0,0.1
921645,je050540h,cyclohexane,C1CCCCC1,1254.0,0.1
921646,je050540h,cyclohexane,C1CCCCC1,1230.0,0.1
921656,je050540h,cyclopentane,C1CCCC1,1232.0,0.1
921657,je050540h,cyclopentane,C1CCCC1,1206.0,0.1
921658,je050540h,cyclopentane,C1CCCC1,1180.0,0.1
921666,je050540h,2-propanol,CC(C)O,1156.0,0.1
921667,je050540h,2-propanol,CC(C)O,1139.0,0.1
921668,je050540h,2-propanol,CC(C)O,1121.0,0.1
921687,je050540h,2-pentanol,CCCC(C)O,1250.0,0.1
921688,je050540h,2-pentanol,CCCC(C)O,1232.0,0.1
921689,je050540h,2-pentanol,CCCC(C)O,1214.0,0.1
924272,je060017i,2-methyltetrahydrofuran,CC1CCCO1,1276.6,0.1
924273,je060017i,2-methyltetrahydrofuran,CC1CCCO1,1202.2,0.1
924274,je060017i,2-methyltetrahydrofuran,CC1CCCO1,1129.9,0.1
924281,je060017i,1-butanol,CCCCO,1292.1,0.1
924282,je060017i,1-butanol,CCCCO,1242.9,0.1
924283,je060017i,1-butanol,CCCCO,1186.3,0.1
933130,je0601098,methanol,CO,1103.8,0.5
933132,je0601098,ethanol,CCO,1142.1,0.5
933134,je0601098,1-propanol,CCCO,1207.0,0.5
933136,je0601098,1-butanol,CCCCO,1241.6,0.5
933140,je0601098,tetrahydrofuran,C1CCOC1,1280.2,0.5
933144,je0601098,"1,4-dioxane",C1COCCO1,1346.3,0.5
936592,je060126,ethanol,CCO,1144.0,1.0
944446,je060192z,1-octanol,CCCCCCCCO,1335.0,1.335
944447,je060192z,1-octanol,CCCCCCCCO,1303.0,1.303
945145,je060200b,heptane,CCCCCCC,1153.67,0.1
945146,je060200b,heptane,CCCCCCC,1127.72,0.1
945147,je060200b,heptane,CCCCCCC,1106.38,0.1
945148,je060200b,heptane,CCCCCCC,1085.1,0.1
945149,je060200b,heptane,CCCCCCC,1059.14,0.1
946296,je060210c,1-pentanol,CCCCCO,1325.9,0.1
946297,je060210c,1-pentanol,CCCCCO,1274.1,0.1
946298,je060210c,1-pentanol,CCCCCO,1225.5,0.1
946302,je060210c,2-pentanol,CCCC(C)O,1286.7,0.1
946303,je060210c,2-pentanol,CCCC(C)O,1232.6,0.1
946304,je060210c,2-pentanol,CCCC(C)O,1168.1,0.1
947469,je060228n,ethanol,CCO,1146.3,0.1
947470,je060228n,ethanol,CCO,1092.8,0.1
947471,je060228n,ethanol,CCO,1043.2,0.1
986938,je060311a,"1,4-dioxane",C1COCCO1,1344.4,0.2
986945,je060311a,tetrahydrofuran,C1CCOC1,1292.2,0.2
986952,je060311a,"1,3-dioxolane",C1COCO1,1338.2,0.2
990871,je060353z,1-hexanol,CCCCCCO,1304.72,0.17
990872,je060353z,1-hexanol,CCCCCCO,1271.14,0.17
990873,je060353z,1-hexanol,CCCCCCO,1287.9,0.17
990874,je060353z,1-hexanol,CCCCCCO,1254.45,0.17
990883,je060353z,1-heptanol,CCCCCCCO,1327.32,0.17
990884,je060353z,1-heptanol,CCCCCCCO,1293.86,0.17
990885,je060353z,1-heptanol,CCCCCCCO,1313.58,0.17
990886,je060353z,1-heptanol,CCCCCCCO,1277.15,0.17
990895,je060353z,1-octanol,CCCCCCCCO,1347.82,0.17
990896,je060353z,1-octanol,CCCCCCCCO,1314.27,0.17
990897,je060353z,1-octanol,CCCCCCCCO,1338.02,0.17
990898,je060353z,1-octanol,CCCCCCCCO,1297.6,0.17
990907,je060353z,1-nonanol,CCCCCCCCCO,1365.48,0.17
990908,je060353z,1-nonanol,CCCCCCCCCO,1331.78,0.17
990909,je060353z,1-nonanol,CCCCCCCCCO,1353.6,0.17
990910,je060353z,1-nonanol,CCCCCCCCCO,1315.0,0.17
993656,je060389r,2-methyl-1-propanol,CC(C)CO,1191.35,4.7654
993659,je060389r,hexane,CCCCCC,1078.5,4.314
993662,je060389r,octane,CCCCCCCC,1170.88,4.68352
993665,je060389r,decane,CCCCCCCCCC,1235.44,4.94176
998953,je0604378,1-heptanol,CCCCCCCO,1421.66,0.04
998954,je0604378,1-heptanol,CCCCCCCO,1404.93,0.04
998955,je0604378,1-heptanol,CCCCCCCO,1389.45,0.04
998956,je0604378,1-heptanol,CCCCCCCO,1373.96,0.04
998957,je0604378,1-heptanol,CCCCCCCO,1358.87,0.04
998958,je0604378,1-heptanol,CCCCCCCO,1342.76,0.04
998959,je0604378,1-heptanol,CCCCCCCO,1487.31,0.04
998960,je0604378,1-heptanol,CCCCCCCO,1457.34,0.04
998961,je0604378,1-heptanol,CCCCCCCO,1442.79,0.04
998962,je0604378,1-heptanol,CCCCCCCO,1471.77,0.04
998963,je0604378,1-heptanol,CCCCCCCO,1428.71,0.04
998964,je0604378,1-heptanol,CCCCCCCO,1413.6,0.04
998965,je0604378,1-heptanol,CCCCCCCO,1518.74,0.04
998966,je0604378,1-heptanol,CCCCCCCO,1546.94,0.04
998967,je0604378,1-heptanol,CCCCCCCO,1505.03,0.04
998968,je0604378,1-heptanol,CCCCCCCO,1491.58,0.04
998969,je0604378,1-heptanol,CCCCCCCO,1532.3,0.04
998970,je0604378,1-heptanol,CCCCCCCO,1477.46,0.04
998971,je0604378,1-heptanol,CCCCCCCO,1575.32,0.05
998972,je0604378,1-heptanol,CCCCCCCO,1561.9,0.05
998973,je0604378,1-heptanol,CCCCCCCO,1602.64,0.05
998974,je0604378,1-heptanol,CCCCCCCO,1588.18,0.05
998975,je0604378,1-heptanol,CCCCCCCO,1549.07,0.05
998976,je0604378,1-heptanol,CCCCCCCO,1535.46,0.05
998977,je0604378,1-heptanol,CCCCCCCO,1640.4,0.05
998978,je0604378,1-heptanol,CCCCCCCO,1628.0,0.05
998979,je0604378,1-heptanol,CCCCCCCO,1603.13,0.05
998980,je0604378,1-heptanol,CCCCCCCO,1654.15,0.05
998981,je0604378,1-heptanol,CCCCCCCO,1615.55,0.05
998982,je0604378,1-heptanol,CCCCCCCO,1590.0,0.05
998983,je0604378,1-heptanol,CCCCCCCO,1688.89,0.05
998984,je0604378,1-heptanol,CCCCCCCO,1653.05,0.05
998985,je0604378,1-heptanol,CCCCCCCO,1676.97,0.05
998986,je0604378,1-heptanol,CCCCCCCO,1701.99,0.05
998987,je0604378,1-heptanol,CCCCCCCO,1664.79,0.05
998988,je0604378,1-heptanol,CCCCCCCO,1640.62,0.05
998989,je0604378,1-heptanol,CCCCCCCO,1684.72,0.05
998990,je0604378,1-heptanol,CCCCCCCO,1708.0,0.05
998991,je0604378,1-heptanol,CCCCCCCO,1719.64,0.05
998992,je0604378,1-heptanol,CCCCCCCO,1695.96,0.05
998993,je0604378,1-heptanol,CCCCCCCO,1732.68,0.05
998994,je0604378,1-heptanol,CCCCCCCO,1672.37,0.05
999007,je0604378,1-octanol,CCCCCCCCO,1422.59,0.04
999008,je0604378,1-octanol,CCCCCCCCO,1406.24,0.04
999009,je0604378,1-octanol,CCCCCCCCO,1375.07,0.04
999010,je0604378,1-octanol,CCCCCCCCO,1357.83,0.04
999011,je0604378,1-octanol,CCCCCCCCO,1390.7,0.04
999012,je0604378,1-octanol,CCCCCCCCO,1440.32,0.04
999013,je0604378,1-octanol,CCCCCCCCO,1443.89,0.04
999014,je0604378,1-octanol,CCCCCCCCO,1427.84,0.04
999015,je0604378,1-octanol,CCCCCCCCO,1458.76,0.04
999016,je0604378,1-octanol,CCCCCCCCO,1473.29,0.04
999017,je0604378,1-octanol,CCCCCCCCO,1488.81,0.04
999018,je0604378,1-octanol,CCCCCCCCO,1505.21,0.04
999019,je0604378,1-octanol,CCCCCCCCO,1506.12,0.04
999020,je0604378,1-octanol,CCCCCCCCO,1533.86,0.04
999021,je0604378,1-octanol,CCCCCCCCO,1520.26,0.04
999022,je0604378,1-octanol,CCCCCCCCO,1491.03,0.04
999023,je0604378,1-octanol,CCCCCCCCO,1564.06,0.04
999024,je0604378,1-octanol,CCCCCCCCO,1548.8,0.04
999025,je0604378,1-octanol,CCCCCCCCO,1576.82,0.05
999026,je0604378,1-octanol,CCCCCCCCO,1563.47,0.05
999027,je0604378,1-octanol,CCCCCCCCO,1549.17,0.05
999028,je0604378,1-octanol,CCCCCCCCO,1619.26,0.05
999029,je0604378,1-octanol,CCCCCCCCO,1590.15,0.05
999030,je0604378,1-octanol,CCCCCCCCO,1604.63,0.05
999031,je0604378,1-octanol,CCCCCCCCO,1603.39,0.05
999032,je0604378,1-octanol,CCCCCCCCO,1616.59,0.05
999033,je0604378,1-octanol,CCCCCCCCO,1642.79,0.05
999034,je0604378,1-octanol,CCCCCCCCO,1670.06,0.05
999035,je0604378,1-octanol,CCCCCCCCO,1629.97,0.05
999036,je0604378,1-octanol,CCCCCCCCO,1656.52,0.05
999037,je0604378,1-octanol,CCCCCCCCO,1653.69,0.05
999038,je0604378,1-octanol,CCCCCCCCO,1703.92,0.05
999039,je0604378,1-octanol,CCCCCCCCO,1666.84,0.05
999040,je0604378,1-octanol,CCCCCCCCO,1691.22,0.05
999041,je0604378,1-octanol,CCCCCCCCO,1717.8,0.05
999042,je0604378,1-octanol,CCCCCCCCO,1679.2,0.05
999043,je0604378,1-octanol,CCCCCCCCO,1679.14,0.05
999044,je0604378,1-octanol,CCCCCCCCO,1732.99,0.05
999045,je0604378,1-octanol,CCCCCCCCO,1724.34,0.05
999046,je0604378,1-octanol,CCCCCCCCO,1710.26,0.05
999047,je0604378,1-octanol,CCCCCCCCO,1684.88,0.05
999048,je0604378,1-octanol,CCCCCCCCO,1722.27,0.05
999049,je0604378,1-octanol,CCCCCCCCO,1697.76,0.05
999062,je0604378,1-nonanol,CCCCCCCCCO,1456.67,0.04
999063,je0604378,1-nonanol,CCCCCCCCCO,1440.24,0.04
999064,je0604378,1-nonanol,CCCCCCCCCO,1424.28,0.04
999065,je0604378,1-nonanol,CCCCCCCCCO,1408.48,0.04
999066,je0604378,1-nonanol,CCCCCCCCCO,1392.75,0.04
999067,je0604378,1-nonanol,CCCCCCCCCO,1375.92,0.04
999068,je0604378,1-nonanol,CCCCCCCCCO,1520.79,0.04
999069,je0604378,1-nonanol,CCCCCCCCCO,1490.24,0.04
999070,je0604378,1-nonanol,CCCCCCCCCO,1475.46,0.04
999071,je0604378,1-nonanol,CCCCCCCCCO,1505.39,0.04
999072,je0604378,1-nonanol,CCCCCCCCCO,1460.82,0.04
999073,je0604378,1-nonanol,CCCCCCCCCO,1444.81,0.04
999074,je0604378,1-nonanol,CCCCCCCCCO,1550.12,0.04
999075,je0604378,1-nonanol,CCCCCCCCCO,1579.55,0.04
999076,je0604378,1-nonanol,CCCCCCCCCO,1535.97,0.04
999077,je0604378,1-nonanol,CCCCCCCCCO,1522.18,0.04
999078,je0604378,1-nonanol,CCCCCCCCCO,1564.54,0.04
999079,je0604378,1-nonanol,CCCCCCCCCO,1507.26,0.04
999080,je0604378,1-nonanol,CCCCCCCCCO,1507.34,0.04
999081,je0604378,1-nonanol,CCCCCCCCCO,1606.05,0.05
999082,je0604378,1-nonanol,CCCCCCCCCO,1592.39,0.05
999083,je0604378,1-nonanol,CCCCCCCCCO,1633.97,0.05
999084,je0604378,1-nonanol,CCCCCCCCCO,1619.98,0.05
999085,je0604378,1-nonanol,CCCCCCCCCO,1578.93,0.05
999086,je0604378,1-nonanol,CCCCCCCCCO,1564.64,0.05
999087,je0604378,1-nonanol,CCCCCCCCCO,1657.58,0.05
999088,je0604378,1-nonanol,CCCCCCCCCO,1644.67,0.05
999089,je0604378,1-nonanol,CCCCCCCCCO,1631.98,0.05
999090,je0604378,1-nonanol,CCCCCCCCCO,1684.39,0.05
999091,je0604378,1-nonanol,CCCCCCCCCO,1670.69,0.05
999092,je0604378,1-nonanol,CCCCCCCCCO,1618.27,0.05
999093,je0604378,1-nonanol,CCCCCCCCCO,1681.12,0.05
999094,je0604378,1-nonanol,CCCCCCCCCO,1718.71,0.05
999095,je0604378,1-nonanol,CCCCCCCCCO,1705.79,0.05
999096,je0604378,1-nonanol,CCCCCCCCCO,1731.84,0.05
999097,je0604378,1-nonanol,CCCCCCCCCO,1693.2,0.05
999098,je0604378,1-nonanol,CCCCCCCCCO,1667.79,0.05
999099,je0604378,1-nonanol,CCCCCCCCCO,1667.82,0.05
999100,je0604378,1-nonanol,CCCCCCCCCO,1724.32,0.05
999101,je0604378,1-nonanol,CCCCCCCCCO,1712.28,0.05
999102,je0604378,1-nonanol,CCCCCCCCCO,1762.05,0.05
999103,je0604378,1-nonanol,CCCCCCCCCO,1749.18,0.05
999104,je0604378,1-nonanol,CCCCCCCCCO,1736.67,0.05
999105,je0604378,1-nonanol,CCCCCCCCCO,1699.14,0.05
1004471,je060497d,2-propanol,CC(C)O,1156.0,1.0
1004472,je060497d,2-propanol,CC(C)O,1139.0,1.0
1004473,je060497d,2-propanol,CC(C)O,1121.0,1.0
1014912,je100170v,1-octanol,CCCCCCCCO,1349.2,0.2
1036936,je1005196,tetrahydropyran,C1CCOCC1,1388.0,1.0
1041631,je100594u,"1,3-dioxolane",C1COCO1,1339.4,0.2
1041632,je100594u,"1,3-dioxolane",C1COCO1,1339.5,0.2
1041637,je100594u,1-pentanol,CCCCCO,1271.6,0.2
1041641,je100594u,diethyl ether,CCOCC,982.3,0.2
1043053,je100610v,heptane,CCCCCCC,1154.11,0.1
1043054,je100610v,heptane,CCCCCCC,1131.06,0.1
1043055,je100610v,heptane,CCCCCCC,1109.45,0.1
1043056,je100610v,heptane,CCCCCCC,1087.42,0.1
1043057,je100610v,heptane,CCCCCCC,1064.29,0.1
1044517,je100652b,1-butanol,CCCCO,1244.0,0.8
1044518,je100652b,1-butanol,CCCCO,1212.0,0.8
1044521,je100652b,1-pentanol,CCCCCO,1274.0,0.8
1044522,je100652b,1-pentanol,CCCCCO,1240.0,0.8
1044525,je100652b,1-heptanol,CCCCCCCO,1330.0,0.8
1044526,je100652b,1-heptanol,CCCCCCCO,1292.0,0.8
1044529,je100652b,benzene,c1ccccc1,1300.0,0.8
1044530,je100652b,benzene,c1ccccc1,1260.0,0.8
1044533,je100652b,cyclohexane,C1CCCCC1,1254.0,0.8
1044534,je100652b,cyclohexane,C1CCCCC1,1212.0,0.8
1044537,je100652b,toluene,Cc1ccccc1,1304.0,0.8
1044538,je100652b,toluene,Cc1ccccc1,1262.0,0.8
1044541,je100652b,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1314.0,0.8
1044542,je100652b,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1272.0,0.8
1044545,je100652b,ethylbenzene,CCc1ccccc1,1319.0,0.8
1044546,je100652b,ethylbenzene,CCc1ccccc1,1276.0,0.8
1053417,je100734t,1-nonanol,CCCCCCCCCO,1381.0,1.0
1053418,je100734t,1-nonanol,CCCCCCCCCO,1347.0,1.0
1053419,je100734t,1-nonanol,CCCCCCCCCO,1314.0,1.0
1053429,je100734t,xylene,Cc1ccccc1C,1369.0,1.0
1053430,je100734t,xylene,Cc1ccccc1C,1328.0,1.0
1053431,je100734t,xylene,Cc1ccccc1C,1289.0,1.0
1053435,je100734t,"1,3-dimethylbenzene",Cc1cccc(C)c1,1341.0,1.0
1053436,je100734t,"1,3-dimethylbenzene",Cc1cccc(C)c1,1300.0,1.0
1053437,je100734t,"1,3-dimethylbenzene",Cc1cccc(C)c1,1259.0,1.0
1053438,je100734t,"1,3-dimethylbenzene",Cc1cccc(C)c1,1340.0,1.0
1053442,je100734t,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1330.0,1.0
1053443,je100734t,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1289.0,1.0
1053444,je100734t,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1249.0,1.0
1053448,je100734t,ethylbenzene,CCc1ccccc1,1340.0,1.0
1053449,je100734t,ethylbenzene,CCc1ccccc1,1298.0,1.0
1053450,je100734t,ethylbenzene,CCc1ccccc1,1257.0,1.0
1055487,je100765j,isopropyl ether,CC(C)OC(C)C,1065.52,0.01
1055488,je100765j,isopropyl ether,CC(C)OC(C)C,1043.14,0.01
1055489,je100765j,isopropyl ether,CC(C)OC(C)C,1020.62,0.01
1055490,je100765j,isopropyl ether,CC(C)OC(C)C,998.27,0.01
1055491,je100765j,isopropyl ether,CC(C)OC(C)C,976.02,0.01
1055492,je100765j,isopropyl ether,CC(C)OC(C)C,953.94,0.01
1055493,je100765j,isopropyl ether,CC(C)OC(C)C,932.01,0.01
1058686,je1008262,isopropyl ether,CC(C)OC(C)C,975.0,1.0
1058687,je1008262,isopropyl ether,CC(C)OC(C)C,934.0,1.0
1058688,je1008262,isopropyl ether,CC(C)OC(C)C,891.0,1.0
1058689,je1008262,isopropyl ether,CC(C)OC(C)C,892.0,1.0
1068097,je100967k,ethanol,CCO,1162.3,0.22
1068098,je100967k,ethanol,CCO,1128.9,0.22
1068099,je100967k,ethanol,CCO,1095.4,0.22
1068100,je100967k,ethanol,CCO,1071.9,0.22
1068113,je100967k,water,O,1482.7,0.22
1068114,je100967k,water,O,1509.4,0.22
1068115,je100967k,water,O,1529.1,0.22
1068116,je100967k,water,O,1541.7,0.22
1083997,je1012857,2-methyl-1-propanol,CC(C)CO,1188.8,0.1
1084000,je1012857,1-butanol,CCCCO,1241.1,0.1
1084003,je1012857,2-propanol,CC(C)O,1140.4,0.1
1088531,je101358p,1-octanol,CCCCCCCCO,1347.4,0.1
1088532,je101358p,1-octanol,CCCCCCCCO,1330.58,0.1
1088533,je101358p,1-octanol,CCCCCCCCO,1313.92,0.1
1088537,je101358p,1-heptanol,CCCCCCCO,1328.08,0.1
1088538,je101358p,1-heptanol,CCCCCCCO,1311.24,0.1
1088539,je101358p,1-heptanol,CCCCCCCO,1294.54,0.1
1088543,je101358p,1-nonanol,CCCCCCCCCO,1364.53,0.1
1088544,je101358p,1-nonanol,CCCCCCCCCO,1347.59,0.1
1088545,je101358p,1-nonanol,CCCCCCCCCO,1331.0,0.1
1107556,je200468r,2-methyl-1-propanol,CC(C)CO,1188.11,0.1
1107565,je200468r,cyclohexyl alcohol,OC1CCCCC1,1465.27,0.1
1109077,je200504u,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,1488.6,0.01
1109078,je200504u,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,1449.3,0.01
1109079,je200504u,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,1410.7,0.01
1109080,je200504u,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,1372.8,0.01
1109081,je200504u,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,1336.4,0.01
1109082,je200504u,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,1299.5,0.01
1115135,je200609g,2-propanol,CC(C)O,1208.5,0.05
1115136,je200609g,2-propanol,CC(C)O,1173.07,0.05
1115137,je200609g,2-propanol,CC(C)O,1138.16,0.05
1115138,je200609g,2-propanol,CC(C)O,1103.25,0.05
1115139,je200609g,2-propanol,CC(C)O,1068.09,0.05
1115140,je200609g,2-propanol,CC(C)O,1032.57,0.05
